'bout|B AE UH T
corrosion|K AH0 R AH0 UH ZH AH0 N
corrugate|K AO RRR UH G EH0 IH T
corrugation|K AO RRR AH0 G EH0 IH SH AH0 N
corrupt|K AH0 R AH P T
corrupted|K AH0 R AH P T IH D
corruptful|K AH0 R AH P T F AH0 L
corruption|K AH0 R AH P SH AH0 N
corsage|K AO S AA ZH
corsair|K AO S EH
corse|K AO S
corselet|K AO S L AH0 T
corset|K AO R S IH T
corsetlessness|K AO S IH T L AH0 S N AH0 S
corsica|K AO S IH K AH0
corsican|K AO R S IH K AH0 N
corte|K AO T IY
cortege|K AO R T EH ZH
cortex|K AO T EH K S
cortical|K AO T IH K AH0 L
cortisol|K AO T IH S AO L
cortisone|K AO T IH Z AH0 UH N
cortissimi|K AO T IH S IH M IY
cortissimo|K AO T IH S IH M AH0 UH
corundum|K AH0 R AH N D AH0 M
corunna|K AH0 R AH N AH0
coruscant|K AH0 R AH S K AH0 N T
coruscate|K AO R AH0 S K EH0 IH T
corvee|K AO V EH0 IH
corves|K AO V Z
corvette|K AO R V EH T
cory|K AO R IY
corymb|K AO R IH M B
coryphée|K AO R IH F EH0 IH
corytophanid|K AO R IH T AH0 UH F AE N IH D
cos|K AH Z
cosgrove|K AO Z G R AH0 UH V
cosh|K AO SH
cosign|K AH0 UH S AE IH N
cosinage|K AH Z IH N IH D ZH
cosine|K AH0 UH S AE IH N
cosmas|K AO Z M AA S
cosmetic|K AO Z M EH T IH K
cosmic|K AO Z M IH K
cosmid|K AO Z M IH D
cosmocrat|K AO Z M AH0 K R AE T
cosmogony|K AO Z M AO G AH0 N IY
cosmographer|K AO Z M AO G R AH0 F AH0
cosmoi|K AO Z M AO IH
cosmolatry|K AO Z M AO L AH0 T R IY
cosmonaut|K AO Z M AH0 N AO T
cosmopoleis|K AO Z M AO P AO L EH IH Z
cosmopolis|K AO Z M AO P AO L IH S
cosmopolises|K AO Z M AO P AO L IH S IH Z
cosmopolitan|K AO Z M AH0 P AO L IH T AH0 N
cosmopolitanism|K AA Z M AH0 P AA L IH T AH0 N IH Z EM
cosmopolite|K AA Z M AA P AH0 L AE IH T
cosmos|K AO Z M AO S
cosplay|K AO Z P L EH0 IH
coss|K AO S
cossack|K AO S AE K
cossall|K AO S AH0 L
cosset|K AO S IH T
cossid|K AO S IH D
cost|K AO S T
costa|K AO S T AH0
costage|K AO S T IY D ZH
costal|K AO S T L
costamere|K AO S T AH0 M IH AH0
costar|K AH0 UH S T AA R
costard|K AO S T AH0 R D
costate|K AH0 UH S T EH0 IH T
costen|K AO S AH0 N
costive|K AO S T IH V
costiveness|K AO S T IH V N AH0 S
costly|K AO S T L IY
costs|K AO S T S
costume|K AO S T UW M
costumer|K AO S T Y UW M AH0 R
cosy|K AH0 UH Z IY
cosyntropin|K AH0 UH S IH N T R AH0 P IH N
cot|K AO T
cote|K AH0 UH T
coterie|K AH0 UH T AH0 R IY
coterminous|K AH0 T AH0 M IH N AH0 S
cothurn|K AO TH AH0 R N
cotman|K AO T M AH0 N
cotoneaster|K AH0 UH T AH0 UH N IY AE S T AH0
cotqueanity|K AO T K W IY N IH T IY
cotswold|K AO T S W AH0 UH L D
cottage|K AO T IH D ZH
cottbus|K AO T B AH S
cottery|K AO T AH0 R IY
cotton|K AO T EN
cottontail|K AO T EN T EH0 IH L
cotulla|K AH0 T Y UW L AH0
cotyledon|K AO T IH L IY D AH0 N
couch|K AE UH T SH
couchancy|K AE UH T AH0 N S IY
couchant|K AE UH T SH AH0 N T
couched|K AE UH T SH T
couchee|K UW SH EH0 IH
coucher|K AE UH T SH AH0 R
couches|K AE UH T SH IH Z
couching|K AE UH T SH IH NG
couchings|K AE UH T SH IH NG Z
coudiere|K UW D Y EH AH0 R
cougar|K UW G AH0
cough|K AO F
cougher|K AO F AH0
coughy|K AO F IY
coulda|K UH D AH0
couldn't|K UH D AH0 N T
couldna|K UH D N AH0
coulisse|K UW L IY S
couloir|K UW L W AA R
coulomb|K UW L AO M
coulrophobia|K AH0 UH L R AH0 F AH0 UH B IY AH0
coulsdon|K UW L Z D AH0 N
council|K AE UH N S AH0 L
counsel|K AE UH N S AH0 L
counselor|K AE UH N S AH0 L AH0 R
count|K AE UH N T
countability|K AE UH N T AH0 B IH L IH T IY
countable|K AE UH N T AH0 B AH0 L
counted|K AE UH N T IH D
countenance|K AE UH N T IH N AH0 N S
counter|K AE UH N T AH0
counteracter|K AE UH N T AH0 R AE K T AH0
counteractor|K AE UH N T AH0 R AE K T AH0
counterargue|K AE UH N T AH0 R AA G Y UW
counterattract|K AE UH N T AH0 R AH0 T R AE K T
counterattracted|K AE UH N T AH0 R AH0 T R AE K T IH D
counterattracting|K AE UH N T AH0 R AH0 T R AE K T IH NG
counterattraction|K AE UH N T AH0 R AH0 T R AE K SH AH0 N
counterattractive|K AE UH N T AH0 R AH0 T R AE K T IH V
counterattracts|K AE UH N T AH0 R AH0 T R AE K T S
counterbalance|K AE UH N T AH0 R B AE L AH0 N S
countered|K AE UH N T AH0 R D
counterfactual|K AE UH N T AH0 R F AE K T SH UW AH0 L
counterfeit|K AE UH N T ER0 F IH T
countermand|K AE UH N T AH0 M AA N D
countermeasure|K AE UH N T AH0 M EH ZH AH0
countermure|K AE UH N T AH0 M Y UH AH0
counterobject|K AE UH N T AH0 R AH0 B D ZH EH K T
counterpart|K AE UH N T AH0 P AA T
counterplot|K AE UH N T AH0 P L AO T
counterpoise|K AE UH N T AH0 R P AO IH Z
counterpose|K AE UH N T AH0 P AH0 UH Z
counterpublic|K AE UH N T AH0 P AH B L IH K
countershed|K AE UH N T AH0 SH EH D
counterstroke|K AE UH N T AH0 S T R AH0 UH K
countertime|K AE UH N T AH0 R T AE IH M
countertransference|K AE UH N T AH0 T R AE N S F AH0 R AH0 N S
countervail|K AE UH N T AH0 V EH0 IH L
countervailing|K AE UH N T AH0 V EH0 IH L IH NG
counterview|K AE UH N T AH0 R V Y UW
counterweigh|K AE UH N T AH0 W EH0 IH
counties|K AE UH N T IY Z
counting|K AE UH N T IH NG
countings|K AE UH N T IH NG Z
countless|K AE UH N T L AH0 S
countree|K AH N T R IY
countries|K AH N T R IY Z
countrified|K AH N T R IH F AH IH D
countrify|K AH N T R IH F AH IH
country|K AH N T R IH
countryman|K AH N T R IY M AH0 N
countrymen|K AH N T R IY M AH0 N
countryside|K AH N T R IY S AE IH D
countrywide|K AH N T R IY W AE IH D
counts|K AE UH N T S
county|K AE UH N T IY
coup|K UW
coupe|K UW P
couped|K UW P T
coupist|K UW IH S T
couple|K AH P AH0 L
coupled|K AH P AH0 L D
coupler|K AH P L AH0
couples|K AH P AH0 L Z
couplet|K AH P L IH T
coupling|K AH P L IH NG
coupon|K UW P AH0 N
coups|K UW Z
coupure|K UW P Y UH AH0 R
coupé|K UW P EH0 IH
courage|K AH R IH D ZH
courageous|K AH0 R EH0 IH D ZH AH0 S
courgette|K UH AH0 ZH EH T
courier|K UH R IH AH0
courland|K UH AH0 R L AH0 N D
course|K AO S
coursebook|K AO RRR S B UH K
courser|K UH1 S AH0
courses|K AO S IH Z
court|K AO T
courteous|K UH1 T IY AH0 S
courtesan|K AO T IH Z AH0 N
courtesy|K UH1 T AH0 S IY
courtier|K AO T IH AH0
courtiers|K AO T IH AH0 Z
courtledge|K AO T L IH D
courtly|K AO T L IY
courtney|K AO R T N IY
courts|K AO T S
courtship|K AO T SH IH P
courtyard|K AO T Y AA D
cous|K AH Z
couscous|K UH S K UH S
cousin|K AH Z EN
couth|K UW TH
couture|K UW T UH AH0
couvade|K UW V AA D
cov|K AO V
covalent|K OW0 UH V EH0 IH L AH0 N T
cove|K AH0 UH V
coven|K AH V AH0 N
covenant|K AH V AH0 N AH0 N T
covenstead|K AH V EN S T EH D
coventry|K AO V AH0 N T R IY
cover|K AH V AH0
coverack|K AO V AH0 R AH0 K
coverage|K AH V AH0 R IH D ZH
covered|K AH V AH0 R D
covering|K AH V AH0 R IH NG
covers|K AH V AH0 Z
covert|K AH V AH0 T
covet|K AH V IH T
coveted|K AH V IH T IH D
covetous|K AH V AH0 T AH0 S
covey|K AH V IY
covid|K AH0 UH V IH D
covidiot|K AO V IH D IY Y IH T
covidtide|K AH0 UH V IH D T AE IH D
covin|K AH V IH N
cow|K AE UH
cowabunga|K AE UH AH0 B AH NG G AH0
cowage|K AE UH IH D
cowan|K AH0 UH AH0 N
coward|K AE UH AH0 D
cowardice|K AE UH AH0 D IH S
cowardly|K AE UH AH0 D L IY
cowbane|K AE UH B EH0 IH N
cowbell|K AE UH B EH L
cowberry|K AE UW B AH0 R IH
cowbit|K AE UH B IH T
cowboy|K AE UH B AO IH
cowdenbeath|K AE UH D AH0 N B IY TH
cowed|K AE UH D
cower|K AE UH AH0
cowered|K AE UH AH0 D
cowing|K AE UH IH NG
cowl|K AE UH L
cowley|K AE UH L IY
cowlick|K AE UH L IH K
cowls|K AE UH L Z
cowlstaff|K AE UH L S T AA F
coworker|K AH0 UH W UH1 K AH0
cowpea|K AE UH P IY
cowrie|K AE UH R IY
cows|K AE UH Z
cowslip|K AE UH S L IH P
cox|K AO K S
coxa|K AO K S AH0
coxcombry|K AO K S K AH0 M R IH
coxie|K AO K S IY
coxswain|K AO K S AH0 N
coy|K AO IH
coyly|K AO IH L IY
coyness|K AO IH N EH S
coyote|K AO IH Y AH0 UH T IH
coz|K AH Z
coze|K AH0 UH Z
cozen|K AH Z AH0 N
cozenage|K AH Z AH0 N IH D ZH
cozener|K AH Z AH0 N AH0
coöriginal|K AH0 UH AH0 R IH D ZH AH0 N AH0 L
cpap|S IY P AE P
cpn|S IY P IY EH N
cpu|S IY P IY Y UW
crab|K R AE B
crabapple|K R AE B AE P AH0 L
crabbed|K R AE B D
crabbing|K R AE B IH NG
crabbit|K R AE B IH T
crabby|K R AE B IY
craber|K R EH0 IH B AH0 R
crabless|K R AE B L AH0 S
crabs|K R AE B Z
crack|K R AE K
cracked|K R AE K T
cracker|K R AE K AH0 R
cracking|K R AE K IH NG
crackings|K R AE K IH NG Z
crackle|K R AE K AH0 L
crackling|K R AE K AH0 L IH NG
crackpot|K R AE K P AO T
cracks|K R AE K S
cracovian|K R AH0 K AH0 UH V IH AH0 N
cradle|K R EH0 IH D AH0 L
craft|K R AA F T
crafternoon|K R AA F T AH0 N UW N
craftsmaster|K R AA F T S M AA S T AH0 R
craftsperson|K R AA F T S P UH1 S AH0 N
craftspersonship|K R AE F T S P UH1 S AH0 N SH IH P
craftswomanship|K R AE F T S W UH M AH N SH IH P
crafty|K R AA F T IY
crag|K R AE G
craggy|K R AE G IY
cragsman|K R AE G Z M EH N
cragsmen|K R AE G Z M EH N
craic|K R AE K
craig|K R EH0 IH G
craiglockhart|K R EH0 IH G L AO K AH0 R T
craisin|K R EH0 IH Z EN
crake|K R EH0 IH K
cram|K R AE M
cramble|K R AE M B AH0 L
cramp|K R AE M P
cramped|K R AE M P T
cramping|K R AE M P IH NG
crampings|K R AE M P IH NG Z
crampon|K R AE M P AH0 N
cramps|K R AE M P S
cranachan|K R AE N AH0 K AH0 N
cranberry|K RRR AE N B AH0 RRR IY
crane|K R EH IH N
craned|K R EH0 IH N D
cranefly|K R EH0 IH N F L AE IH
cranes|K R EH0 IH N Z
cranet|K R EH0 IH N EH T
cranford|K R AE N F AH0 D
cranial|K R EH0 IH N IY AH0 L
craning|K R EH0 IH N IH NG
cranings|K R EH0 IH N IH NG Z
cranium|K R EH0 IH N IY AH0 M
crank|K R AE NG K
crankle|K R AE NG K AH0 L
cranky|K R AE NG K IY
cranny|K R AE N IY
crap|K R AE P
crapaudine|K R AA P AH0 UH D IY N
crape|K R EH0 IH P
crapo|K R EH0 IH P OW0 UH
crapola|K R AE P AH0 UH L AH0
craps|K R AE P S
craptastic|K R AE P T AE S T IH K
crapula|K R AE P Y UH L AH0
crapulous|K R AE P Y UH L AH0 S
crare|K R EH AH0 R
crasbo|K R AE Z B AH0 UH
crase|K R EH0 IH Z
crases|K R EH0 IH S IY Z
crash|K R AE SH
crashaw|K R AE SH AO
crashed|K R AE SH T
crashes|K R AE SH IH Z
crashing|K R AE SH IH NG
crashings|K R AE SH IH NG Z
crasis|K R EH0 IH S IH S
crass|K R AE S
crassus|K RRR AE S AH0 S
cratch|K R AE T SH
crate|K R EH0 IH T
cratedigger|K R EH0 IH T D IH G AH0 R
crater|K R EH0 IH T AH0 R
crateral|K R EH0 IH T AH0 R AH0 L
craterous|K R EH0 IH T AH0 R
crates|K R EH0 IH T S
crathes|K R AE TH IH S
crating|K R EH0 IH T IH NG
craton|K RRR AE T AO N
cravat|K R AH0 V AE T
crave|K R EH0 IH V
craved|K R EH0 IH V D
craven|K R EH0 IH V AH0 N
cravens|K R EH0 IH V AH0 N Z
craves|K R EH0 IH V Z
craving|K R EH0 IH V IH NG
craw|K R AO
crawfish|K R AO F IH SH
crawl|K R AO L
crawley|K R AO L IY
crawling|K R AO L IH NG
crawshay|K R AO SH EH0 IH
craxism|K R AE K S IH Z AH0 M
cray|K R AE IH
crayfish|K R EH0 IH F IH SH
crayford|K R EH0 IH F AH0 D
crayon|K R EH0 IH AH0 N
craze|K R EH0 IH Z
crazed|K R EH0 IH Z D
crazes|K R EH0 IH Z IH Z
crazing|K R EH0 IH Z IH NG
crazings|K R EH0 IH Z IH NG Z
crazy|K R EH0 IH Z IY
creable|K R IY AH0 B AH0 L
creaght|K R EH0 IH T
creak|K R IY K
creaked|K R IY K T
creaker|K R IY K AH0
creaking|K R IY K IH NG
creakings|K R IY K IH NG Z
creaks|K R IY K S
creaky|K R IY K IY
cream|K R IY M
creamed|K R IY M D
creamer|K R IY M AH0 R
creaming|K R IY M IH NG
creamings|K R IY M IH NG Z
creampie|K R IY M P AE IH
creams|K R IY M Z
creamy|K R IY M IY
creance|K R IY AH0 N S
creant|K R IY AH0 N T
crease|K R IY S
creased|K R IY S T
creases|K R IY S IH Z
creasing|K R IY S IH NG
creasings|K R IY S IH NG Z
creasy|K R IY S IY
create|K R IY EH0 IH T
created|K R IY EH0 IH T IH D
creatify|K R IY EH0 IH T IH F AE IH
creatine|K R IY AH0 T IY N
creating|K R IY EH0 IH T IH NG
creatinine|K R IY AE T AH0 N IY N
creation|K R IY EH0 IH SH AH0 N
creative|K R IY EH0 IH T IH V
creatively|K R IY EH0 IH T IH V L IY
creativeness|K R IY EH0 IH T IH V N AH0 S
creativity|K R IY EH0 IH T IH V IH T IY
creativize|K R IY EH0 IH T IH V AE IH Z
creator|K R IY EH0 IH T AH0
creature|K R IY T AH0
creatures|K R IY T AH0 Z
crebrous|K R EH B R AH0 S
cred|K R EH D
credence|K R IY D AH0 N S
credendum|K R IH D EH N D AH0 M
credential|K R IH D EH N SH AH0 L
credibility|K R EH D AH0 B IH L IH T IY
credible|K R EH D AH0 B L
credit|K R EH D IH T
creditable|K R EH D IH T AH0 B AH0 L
credited|K R EH0 D IH T
crediting|K R EH D IH T IH NG
credits|K R EH D IH T S
credulity|K R IH D Y UW L IH T IY
credulous|K R EH D ZH AH0 L AH0 S
cree|K R IY
creed|K R IY D
creeded|K R IY D IH D
creeding|K R IY D IH NG
creeds|K R IY D Z
creek|K R IY K
creeker|K R IY K AH0
creel|K R IY L
creep|K R IY P
creeped|K R IY P T
creeping|K R IY P IH NG
creepings|K R IY P IH NG Z
creeps|K R IY P S
creepshot|K R IY P SH AO T
creepy|K R IY P IY
creepypasta|K R IY P IY P AA S T AH0
creetur|K R IY T AH0 R
cregger|K R EH G AH0 R
cremaster|K R IY M AE S T AH0
cremate|K R IH M EH0 IH T
cremation|K R IH M EH0 IH SH AH0 N
crematorium|K R EH M AH0 T AO R IH AH0 M
crenarchaeote|K R IH N AA R K IY AH0 UH T
crenate|K R IY N EH0 IH T
crenated|K R IH N EH0 IH T IH D
crenel|K R EH N AH0 L
crenellate|K R EH N EH L EH0 IH T
crenellation|K R EH N IH L EH0 IH SH AH0 N
creole|K R IY AH0 UH L
creolise|K R IY AH0 L AE IH Z
creolize|K R IY AH0 L AE IH Z
creosote|K R IY AH0 S AH0 UH T
crepe|K R EH P
crept|K R EH P T
crepuscular|K R IH P AH S K Y UH L AH0
crepuscule|K R EH P UH S K Y UW L
crescendi|K R EH SH EH N D IY
crescendo|K R IH SH EH N D AH0 UH
crescent|K R EH Z AH0 N T
cress|K R EH S
cresset|K R EH S IH T
crest|K R EH S T
crested|K R EH S T IH D
crestfallen|K R EH S T F AO L AH0 N
cresting|K R EH S T IH NG
crestings|K R EH S T IH NG Z
crests|K R EH S T S
cretaceous|K R AH0 T EH0 IH SH AH0 S
cretan|K R IY T AH0 N
crete|K R IY T
cretian|K R IY SH AH0 N
cretic|K R IY T IH K
cretin|K R EH T IH N
crevasse|K R AH0 V AE S
crevice|K R EH V IH S
crew|K R UW
crewe|K R UW
crewed|K R UW D
crewel|K R UW AH0 L
crewkerne|K R UW K AH0 R N
crewmember|K R UW M EH M B AH0
crews|K R UW Z
creäture|K R IY EH0 IH T Y UH AH0
creätures|K R IY EH0 IH T Y UH AH0 Z
crib|K R IH B
cribbage|K R IH B IH D ZH
cribbed|K R IH B D
cribbing|K R IH B IH NG
cribbings|K R IH B IH NG Z
cribble|K R IH B AH0 L
cribellum|K R IH B EH L AH0 M
cribs|K R IH B Z
cricetid|K R IH S EH T IH D
crich|K R AE IH T
crick|K R IH K
cricket|K R IH K IH T
cricketer|K R IH K IH T AH0
crickets|K R IH K IH T S
cricklewood|K R IH K AH0 L W UH D
cricoarytenoid|K R AH IH K AH0 UH AE R IH T IY N AO IH D
cricoid|K R AH IH K AO IH D
cricothyroid|K R AH IH K AH0 UH TH AH IH R AO IH D
cried|K R AE IH D
crieff|K R IY F
crier|K RRR AE IH AH0
cries|K R AE IH Z
crifanac|K R IH F AE N AE K
crikey|K R AE IH K IY
crimance|K R AE IH M AE N S
crime|K R AE IH M
crimea|K R AE IH M IH AH0
crimean|K R AE IH M IY AH0 N
crimelike|K R AE IH M L AE IH K
crimes|K R AE IH M Z
criminal|K R IH M AH0 N AH0 L
criminalistic|K R IH M IH N AH0 L IH S T IH K
criminalization|K R IH M IH N AH0 L AE IH Z EH0 IH SH AH0 N
criminals|K R IH M IH N AH0 L Z
criminently|K R IH M IH N AH0 N T L IY
criminologist|K R IH M IH N AO L AH0 D ZH IH S T
criminy|K R IH M IH N IY
crimony|K R IH M AH0 UH N IY
crimp|K R IH M P
crimped|K R IH M P T
crimping|K R IH M P IH NG
crimpings|K R IH M P IH NG Z
crimps|K R IH M P S
crimson|K R IH M Z AH0 N
crinal|K R AH IH N AH0 L
crined|K R AH IH N D
crinet|K R IH N IH T
cringe|K R IH N D
cringed|K R IH N D ZH D
cringefest|K R IH N D ZH F EH S T
cringeometer|K R IH N D AH0 UH M IY T AH0
cringes|K R IH N D IH Z
cringeworthy|K R IH N D ZH W UH1 DH IY
cringing|K R IH N D ZH IH NG
cringings|K R IH N D ZH IH NG Z
cringy|K R IH N D ZH IY
criniere|K R IY N Y EH AH0 R
crinite|K R AE IH N AE IH T
crinkle|K R IH NG K AH0 L
crinoid|K R AH IH N AO IH D
cripes|K R AE IH P S
cripple|K R IH P L
cris|K R IH S
crises|K R AE IH S IY Z
crisis|K R AE IH S IH S
crisp|K R IH S P
crisped|K R IH S P T
crisper|K R IH S P AH0
crispin|K R IH S P IH N
crisping|K R IH S P IH NG
crispings|K R IH S P IH NG Z
crisply|K R IH S P L IY
crispr|K RRR IH S P AH0 RRR
crisps|K R IH S P S
crispy|K R IH S P IY
crista|K R IH S T AH0
cristae|K R IH S T IY
cristian|K R IH SH T SH AH0 N
crit|K R IH T
criteria|K R AE IH T IH AH0 R IY AH0
criterion|K R IH T IH AH0 R IY AH0 N
criterium|K R AE IH T IH AH0 R IY AH0 M
crith|K R IH TH
critic|K R IH T IH K
critical|K R IH T IH K AH0 L
critically|K R IH T IH K AH0 L IY
criticism|K R IH T IH S IH Z AH0 M
criticize|K R IH T IH S AE IH Z
critique|K R IH T IY K
critter|K R IH T AH0
croak|K R AH0 UH K
croat|K R AH0 UH AE T
croatia|K R AH0 UH EH0 IH SH AH0
croatian|K R AH0 UH EH0 IH SH AH0 N
croatology|K R AH0 UH AE T AO L AH0 D ZH IH
croc|K R AO K
croceate|K R AH0 UH SH IH EH0 IH T
crock|K R AO K
crocked|K R AO K T
crockery|K R AO K AH0 R IY
crocodile|K R AO K AH0 D AE IH L
crocodilian|K R AO K AH0 D IH L IY AH0 N
crocus|K R AH0 UH K AH0 S
croesus|K R IY S AH0 S
croft|K R AO F T
crofton|K R AO F T AH0 N
croggle|K R AO G AH0 L
crogglement|K R AO G AH0 L M AH0 N T
croggy|K R AO G IY
croise|K R AO IH Z
croissant|K R AO S EN T
croker|K R AH0 UH K AH0 R
crokinole|K R OW0 UH K AH0 N OW0 L
cromlech|K R AO M L EH K
cromulent|K R AO M Y UH L AH0 N T
crone|K R AH0 UH N
cronian|K R AH0 UH N IY AH0 N
cronut|K R AH0 UH N AH T
crony|K R AH0 UH N IY
cronyism|K R AH0 UH N IY IH Z AH0 M
crook|K R UH K
crooked|K R UH K IH D
crooks|K R UH K S
crool|K R UW L
croon|K R UW N
crooned|K R UW N D
crooner|K R UW N AH0 R
crooning|K R UW N IH NG
croonings|K R UW N IH NG Z
croons|K R UW N Z
crop|K R AO P
croppie|K R AO P IY
crops|K R AO P S
croquembouche|K R AO K AO M B UW SH
croquet|K R AH0 UH K IY
croquette|K R OW0 UH K EH T
crore|K R AO
crosier|K R AH0 UH ZH AH0
crosne|K R OW0 UH N
cross|K R AO S
crossbill|K R AO S B IH L
crossbones|K R AO S B AH0 UH N Z
crossbow|K R AO S B AH0 UH
crossbreed|K R AA S B R IY D
crosscut|K R AO S K AH T
crossed|K R AO S T
crosses|K R AO S IH Z
crossfire|K R AO S F AE IH AH0
crossing|K R AO S IH NG
crosslet|K R AO S L AH0 T
crosslots|K R AO S L AO T S
crosswordese|K R AO S W UH1 R D IY Z
crotalum|K R AH0 UH T AH0 L AH0 M
crotch|K R AO T SH
crotchet|K R AO T SH IH T
crotchety|K R AO T SH AH0 T IH
croton|K R AH0 UH T AH0 N
crouch|K R AE UH T
crouched|K R AE UH T T
crouches|K R AE UH T SH IH Z
crouching|K R AE UH T SH IH NG
crouchings|K R AE UH T SH IH NG Z
crouchy|K R AE UH T SH IY
croup|K R UW P
croupe|K R UW P
croupier|K R UW P IH AH0
croupiere|K R UW P Y EH AH0 R
croupy|K R UW P IY
crouton|K R UW T AO N
crow|K R AH0 UH
crowberry|K R AH0 UH B AH0 R IH
crowborough|K R AH0 UH B R AH0
crowd|K R AE UH D
crowded|K R AE UH D IH D
crowder|K R AE UH D AH0 R
crowdie|K R AE UH D IY
crowding|K R AE UH D IH NG
crowdings|K R AE UH D IH NG Z
crowds|K R AE UH D Z
crowed|K R AH0 UH D
crowing|K R AH0 UH IH NG
crowings|K R AH0 UH IH NG Z
crowl|K R AE UH L
crown|K R OW0 UH N
crowned|K R AE UH N D
crowner|K R AE UH N AH0 R
crowning|K R AE UH N IH NG
crownings|K R AE UH N IH NG Z
crownment|K R AE UH N M AH0 N T
crowns|K R AE UH N Z
crows|K R AH0 UH Z
croydon|K R AO IH D AH0 N
croze|K R AH0 UH Z
cru|K R UW
crucial|K R UW SH AH0 L
crucially|K R UW SH AH0 L IY
crucible|K R UW S IH B AH0 L
cruciferous|K R UW S IH F AH0 R AH0 S
crucifixion|K R UW S IH F IH K SH AH0 N
crucify|K R UW S IH F AE IH
cruck|K R AH K
crud|K R AH D
cruddy|K R AH D IY
crude|K R UW D
crudeform|K R UW D F AO M
crudely|K R UW D L IY
crudity|K R UW D IH T IY
crudités|K RRR UW D IH T EH0 IH
crudo|K RRR UW D AH0 UH
crudy|K R UW D IY
crudzine|K R AH D Z IY N
cruel|K R UW AH0 L
cruelly|K R UW AH0 L IY
cruelty|K R UW AH0 L T IY
cruet|K R UW IH T
cruft|K R AH F T
cruise|K R UW Z
cruised|K R UW Z D
cruises|K R UW Z IH Z
cruising|K R UW Z IH NG
cruisings|K R UW Z IH NG Z
crumb|K R AH M
crumbed|K R AH M D
crumbing|K R AH M IH NG
crumbling|K R AH M B EL IH NG
crumbs|K R AH M Z
crumby|K R AH M IY
crumlin|K R AH M L IH N
crummy|K R AH M IY
crump|K R AH M P
crumpet|K R AH M P IH T
crumple|K R AH M P AH0 L
crunch|K R AH N T SH
crunched|K R AH N T SH T
crunches|K R AH N T SH IH Z
crunchie|K R AH N T SH IY
crunching|K R AH N T SH IH NG
crunchings|K R AH N T SH IH NG Z
crunchy|K R AH N T SH IY
crunk|K R AH NG K
crup|K R AH P
crupper|K R AH P AH0
crural|K R UH AH0 R AH0 L
crusade|K R UW S EH0 IH D
crusader|K R UW S EH0 IH D AH0
cruse|K R UW Z
crush|K R AH SH
crushed|K R AH SH T
crusher|K R AH SH AH0
crushes|K R AH SH IH Z
crushing|K R AH SH IH NG
crust|K R AH S T
crustacean|K R AH S T EH0 IH SH AH0 N
crustaceous|K R AH S T EH0 IH SH AH0 S
crustal|K R AH S T AH0 L
crusted|K R AH S T IH D
crusting|K R AH S T IH NG
crustings|K R AH S T IH NG Z
crustose|K R UH S T AH0 UH S
crusts|K R AH S T S
crusty|K R AH S T IY
crutch|K R AH T SH
crux|K R AH K S
cruz|K R UW Z
crwth|K R UW TH
cry|K R AE IH
crybaby|K R AE IH B EH0 IH B IY
crying|K R AE IH IH NG
cryovolcanic|K R AH IH AH0 UH V AO L K AE N IH K
crypsis|K R IH P S IH S
crypt|K R IH P T
cryptarchy|K R IH P T AA K IY
cryptic|K R IH P T IH K
crypto|K R IH P T AH0 UH
cryptodepression|K R IH P T AH0 UH D IH P R EH SH AH0 N
cryptogrammatic|K R IH P T AH0 G R AH0 M AE T IH K
cryptography|K R IH P T AO G R AH0 F IY
cryptolect|K R IH P T AH0 L EH K T
cryptology|K R IH P T AO L AH0 D ZH IY
cryptomnesia|K R IH P T AH0 M N IY ZH AH0
cryptomonad|K R IH P T OW0 UH M OW0 UH N AE D
cryptophyte|K R IH P T AH0 UH F AH IH T
cryptorchid|K R IH P T AO R K IH D
cryptovirus|K R IH P T AH0 UH V AE IH R AH0 S
cryptozoological|K R IH P T OW0 UH Z OW0 UH AH0 L AO D ZH IH K AH0 L
crypts|K R IH P T S
crystal|K R IH S T AH0 L
crystalize|K R IH S T AH0 L AE IH Z
crystalline|K R IH S T AH0 L AE IH N
crystallize|K R IH S T AH0 L AE IH Z
crystals|K R IH S T AH0 L Z
crèche|K R EH SH
crêpe|K R EH P
crêpy|K R EH P IY
csardas|Z AA D AH0 S
csis|S IY S IH S
csun|S IY S AH N
ctab|S IY T AE B
ctenanthe|T EH N AE N TH IY
ctenid|T EH N IH D
ctenoid|T IY N AO IH D
ctenophore|T EH N AH0 F AO
ctesiphon|T EH S IH F AO N
cub|K AH B
cuba|K Y UW B AH0
cuban|K Y UW B AH0 N
cubbed|K AH B D
cubbing|K AH B IH NG
cubby|K AH B IY
cube|K Y UW B
cubeb|K Y UW B EH B
cubes|K Y UW B Z
cubewano|K Y UW B IY W AH N OW0 UH
cubic|K Y UW B IH K
cubicle|K Y UW B IH K AH0 L
cubism|K Y UW B IH Z AH0 M
cubist|K Y UW B IH S T
cubit|K Y UW B IH T
cubitiere|K Y UW B IH T Y EH AH0 R
cubs|K AH B Z
cuck|K AH K
cuckold|K AH K AH0 UH L D
cuckoo|K UH K UW
cuckquean|K AH K K W IY N
cucks|K AH K S
cucullated|K Y UW K AH0 L EH0 IH T IH D
cuculliform|K Y UW K AH L IH F AO M
cucumber|K Y UW K AH M B AH0
cucumeriform|K Y UW K Y UW M EH R IH F AO M
cucumiform|K Y UW K Y UW M IH F AO M
cucurbit|K Y UW K UH1 B IH T
