'bout|B AE UH T
deme|D IY M
demean|D IY M IY N
demeanor|D IH M IY N ER0
demeclocycline|D EH M AH0 K L OW0 UH S AE IH K L IY N
demented|D IH M EH N T IH D
dementia|D IH M EH N SH AH0
demerara|D EH M AH0 R AA R AH0
demerit|D IH M EH R IH T
demerse|D IH M UH1 R S
demersion|D IY M UH1 R ZH AH0 N
demesne|D IH M IY N
demeter|D EH M IH T AH0 R
demigod|D EH M IH G AA D
demigrate|D EH M IH G R EH0 IH T
demilitarize|D IH M IH L IH T AH0 R AE IH Z
demimonde|D EH M IY M AA N D
demipointe|D EH M IY P AO IH N T
demise|D IH M AE IH Z
demisexual|D EH M IY S EH K SH UW AH0 L
demisexuality|D EH M IY S EH K SH UW AE L IY T IY
demission|D AH0 M IH SH AH0 N
demit|D IH M IH T
demiurge|D EH M IH ER D ZH
demiurgic|D EH M IY ER D ZH IH K
demo|D EH M OW0 UH
demob|D IY M AA B
democracy|D IH M AA K R AH0 S IY
democrat|D EH M AH0 K R AE T
democratic|D EH M AH0 K R AE T IH K
democratically|D EH M AH0 K R AE T IH K AH0 L IY
demographic|D EH M AH0 G R AE F IH K
demoicracy|D IH M AO IH K R AH0 S IY
demon|D IY M AH0 N
demonagogue|D AH0 M AO N AH0 G AO G
demoniacal|D IY M AH0 N AE IH AH0 K AH0 L
demonianism|D IH M OW0 UH N IY AH0 N IH Z AH0 M
demonology|D IY M AH0 N AA L AH0 D ZH IY
demonstrable|D IH M AA N S T R AH0 B L
demonstratable|D EH M AH0 N S T R EH0 IH T AH0 B L
demonstrate|D EH M AH0 N S T R EH0 IH T
demonstrated|D EH M AH0 N S T R EH0 IH T IH D
demonstration|D EH M AH0 N S T R EH0 IH SH AH0 N
demonstrations|D EH M AH0 N S T R EH0 IH SH AH0 N Z
demonstrative|D IH M AA N S T R AH0 T IH V
demos|D IY M AO S
demosthenes|D IH M AO S TH AH0 N IY Z
demote|D IH M OW0 UH T
demotic|D IH M AA T IH K
demotivate|D IY M OW0 UH T IH V EH0 IH T
dems|D EH M Z
demulcent|D IH M AH L S AH0 N T
demur|D IH M ER
demure|D IH M Y UH R
demurity|D IH M Y UH AH0 R IH T IY
demurral|D IH M ER AH0 L
den|D EH N
dena'ina|D AH0 N AE IY N AH0
denar|D EH N AA R
denary|D IH N EH R IY
dench|D EH N T
dendron|D EH N D R AH0 N
dene|D EH N EH0 IH
deneisha|D IH N IY SH AH0
dengue|D EH NG G IY
denholm|D EH N AH0 M
denial|D IH N AE IH AH0 L
denied|D IH N AE IH D
denier|D IH N AE IH AH0 R
denigrate|D EH N IH G R EH0 IH T
denize|D IH N AE IH Z
denizen|D EH N IH Z AH0 N
denmark|D EH N M AA R K
denominations|D EH N AO M IH N EH0 IH SH AH0 N Z
denosumab|D EH N OW0 UH S AH0 M AE B
denotate|D EH N AH0 UH T EH0 IH T
denotation|D IY N OW0 UH T EH0 IH SH AH0 N
denote|D IH N OW0 UH T
denotes|D IH N OW0 UH T S
denounce|D AH0 N AE UH N S
denounced|D IH N AE UH N S T
dens|D EH N Z
dense|D EH N S
densely|D EH N S L IY
density|D EH N S AH0 T IY
dent|D EH N T
dental|D EH N T L
dentes|D EH N T IY Z
dentilled|D EH N T IH L D
dentinoid|D EH N T IH N AO IH D
dentiparous|D EH N T IH P AH0 R AH0 S
dentiroster|D EH N T AH0 R AA S T AH0 R
dentistry|D EH N T IH S T R IY
dentition|D EH N T IH SH AH0 N
denton|D IH N T AH0 N
dentro|D EH N T R OW0 UH
dents|D EH N T S
denture|D EH N T SH AH0 R
denuclearize|D IY N Y UW K L IY AH0 R AE IH Z
denude|D IH N Y UW D
denunciator|D IH N AH N S IY EH0 IH T AH0 R
denver|D EH N V ER0
deny|D AH0 N AE IH
deodar|D IY AH0 UH D AA
deodorant|D IY OW0 UH D AH0 R AH0 N T
deoligarchization|D IY AO L IH G AA R K AE IH Z EH0 IH SH AH0 N
deontic|D IY AO N T IH K
deontology|D IY AO N T AO L AH0 D ZH IY
deoxycorticosterone|D IY AA K S IH K AO R T IH K AA S T AH0 R OW0 UH N
deoxyribosylthymine|D IY AO K S IY R AE IH B AH0 S IH L TH AE IH M IY N
depart|D IH P AA R T
departed|D IH P AA R T IH D
department|D AH0 P AA R T M AH0 N T
depend|D IH P EH N D
depended|D IH P EH N D IH D
dependent|D IH P EH N D AH0 N T
depends|D IH P EH N D Z
deperm|D IY P ER M
dephasing|D IY F EH0 IH Z IH NG
dephlogisticate|D IY F L AA D IH S T IH K EH0 IH T
depict|D IH P IH K T
depicted|D IH P IH K T IH D
depicting|D IH P IH K T IH NG
depilation|D EH P IH L EH0 IH SH AH0 N
deplane|D IY P L EH0 IH N
deplatform|D IY P L AE T F AO R M
deplete|D IH P L IY T
depletion|D IH P L IY SH AH0 N
deplore|D IH P L AO R
deploy|D IH P L AO IH
deployment|D IH P L AO IH M AH0 N T
deplumation|D IY P L UW M EH0 IH SH AH0 N
deplume|D IY P L UW M
depolarize|D IY P AH0 UH L AH0 R AE IH Z
depoliticization|D IY P AH0 L IH T IH S AE IH Z EH0 IH SH AH0 N
depoliticize|D IY P AH0 L IH T IH S AE IH Z
depolymerase|D IY P AO L IH M AH0 R EH0 IH Z
depolymerization|D IY P AA L IY M AH0 R IH Z EH0 IH SH AH0 N
depolymerize|D IY P AO L IH M AH0 R AE IH Z
deponent|D IY P OW0 UH N AH0 N T
depopulative|D IY P AO P Y UH L AH0 T IH V
deport|D IH P AO R T
deportment|D IH P AO R T M AH0 N T
depose|D AH0 P OW0 UH Z
depositary|D IH P AA Z IH T EH R IY
deposited|D IH P AA Z IH T IH D
deposition|D EH P AH0 Z IH SH AH0 N
depository|D IH P AA Z IH T AO R IY
deposits|D IH P AA Z IH T S
depot|D EH P OW0 UH
depravity|D AH0 P R AE V IH T IY
deprecation|D EH P R IH K EH0 IH SH AH0 N
deprehend|D EH P R AH0 HH EH N D
deprenyl|D EH P R AH0 N IH L
depress|D IH P R EH S
depressant|D IH P R EH S AH0 N T
depressed|D IH P R EH S T
depressing|D IH P R EH S IH NG
depression|D AH0 P R EH SH AH0 N
depressive|D IH P R EH S IH V
depressor|D IH P R EH S ER0
depressores|D IY P R EH S AO R IY Z
depriment|D EH P R IH M AH0 N T
deprive|D IH P R AE IH V
deprived|D IH P R AE IH V D
depth|D EH P TH
depths|D EH P TH S
depulse|D IH P AH L S
depuration|D EH P Y UH R EH0 IH SH AH0 N
deputation|D EH P Y UW T EH0 IH SH AH0 N
depute|D IH P Y UW T
deputize|D EH P Y UW T AE IH Z
deputy|D EH P AH0 T IY
dequantitate|D IY K W AO N T IH T EH0 IH T
deque|D EH K
dequeue|D IY K Y UW
der|D UH1
deracinate|D IH R AE S IH N EH0 IH T
deradicalize|D IY R AE D IH K AH0 L AE IH Z
derail|D AH0 R EH0 IH L
derailleur|D IY R EH0 IH L ER0
derange|D IY R EH0 IH N D ZH
deray|D IH R EH0 IH
derby|D ER B IY
derdoing|D UH1 R D UW IH NG
derecho|D AH0 R EH0 IH T SH OW0 UH
deregulatory|D IY R EH G Y UW L AH0 T AO R IY
dereham|D IH AH0 R AH0 M
derek|D EH R IH K
derelict|D EH R AH0 L IH K T
dereliction|D EH R IH L IH K SH AH0 N
derf|D ER F
derg|D UH1 R G
derham|D UH1 R AH0 M
deride|D IH R AE IH D
derisible|D AH0 R IH Z AH0 B AH0 L
derisive|D IH R IH S IH V
derisively|D IH R IH Z IH V L IY
derivation|D EH R IH V EH0 IH SH AH0 N
derivatization|D AH0 R IH V AH0 T AH0 Z EH0 IH SH AH0 N
derive|D AH0 R AE IH V
dermatologist|D ER M AH0 T AA L AH0 D ZH IH S T
dermatophyte|D ER0 M AE T AH0 F AE IH T
dermatoplastic|D ER M AE T AH0 P L AE S T IH K
dermic|D UH1 R M IH K
dermis|D ER M IH S
dermot|D ER M AH0 T
dern|D UH1 R N
dernful|D UH1 R N F AH0 L
dernier|D ER0 N Y EH0 IH
derogation|D EH R AH0 G EH0 IH SH AH0 N
derogatory|D IH R AA G AH0 T AO R IY
derp|D ER P
derrick|D EH R IH K
derring|D EH R IH NG
derrière|D EH R IY EH AH0 R
derry|D EH R IY
dervish|D UH1 R V IH SH
derwent|D UH1 R W AH0 N T
des|D EH Z
descanso|D EH S K AA N S OW0 UH
descend|D IH S EH N D
descendant|D IH S EH N D AH0 N T
descendants|D IH S EH N D AH0 N T S
descended|D IH S EH N D IH D
descendeur|D EH0 IH S AO N D UH1 R
descending|D IH S EH N D IH NG
descension|D IH S EH N SH AH0 N
describable|D IH S K R AE IH B AH0 B L
describe|D IH S K R AE IH B
describes|D AH0 S K R AE IH B Z
descrive|D IH S K R AE IH V
descry|D IH S K R AE IH
desdemona|D EH Z D AH0 M OW0 UH N AH0
dese|D IY Z
desecrate|D EH S IH K R EH0 IH T
desegregation|D IY S EH G R AH0 G EH0 IH SH AH0 N
deselect|D IY S AH0 L EH K T
deseret|D EH Z AH0 R EH T
desert|D IH Z ER T
desertion|D IH Z ER SH AH0 N
desertology|D EH Z AH0 R T AO L AH0 D ZH IY
deserts|D IH Z ER T S
deserve|D IH Z ER V
deserved|D IH Z ER V D
deserving|D IH Z ER V IH NG
deshler|D EH SH L AH0 R
desi|D EH S IY
desiccate|D EH S IH K AH0 T
desiccation|D EH S IH K EH0 IH SH AH0 N
desiderable|D IH Z IH D R AH0 B AH0 L
desiderate|D IH S IH D AH0 R EH0 IH T
desideratum|D AH0 S IH D AH0 R AA T AH0 M
design|D IH Z AE IH N
designation|D EH Z IH G N EH0 IH SH AH0 N
designed|D IH Z AE IH N D
designer|D IH Z AE IH N ER0
designs|D IH Z AE IH N Z
desinence|D EH S AH0 N AH0 N S
desipience|D IH S IH P IH AH0 N S
desipramine|D AH0 Z IH P R AH0 M IY N
desirable|D IH Z AE IH AH0 R AH0 B AH0 L
desire|D IH Z AE IH R
desired|D IH Z AE IH R D
desires|D IH Z AE IH R Z
desiring|D IH Z AE IH AH0 R IH NG
desist|D IH Z IH S T
desk|D EH S K
desked|D EH S K T
deskfast|D EH0 S K F AH0 S T
desking|D EH S K IH NG
desks|D EH S K S
desktop|D EH S K T AO P
desktops|D EH S K T AO P S
desmid|D EH Z M IH D
desmology|D AH0 Z M AA L AH0 UH D ZH IY
desmond|D EH Z M AH0 N D
desogestrel|D EH S AH0 D EH S T R AH0 L
desoxycorticosterone|D EH Z AA K S IH K AO R T IH K AA S T AH0 R OW0 UH N
desoxycortone|D EH Z AA K S IH K AO R T OW0 UH N
despair|D IH S P EH AH0 R
despairer|D IH S P EH R ER0
despairing|D IH S P EH AH0 R IH NG
despairingly|D IH S P EH AH0 R IH NG L IY
despard|D EH S P AA R D
despatch|D IH S P AE T SH
despatched|D IH S P AE T T
desperately|D EH S P AH0 R AH0 T L IY
desperation|D EH S P AH0 R EH0 IH SH AH0 N
despicable|D IH S P IH K AH0 B AH0 L
despoil|D IH S P AO IH L
despond|D IH S P AO N D
despot|D EH S P AH0 T
despotat|D EH S P AH0 T AE T
despotic|D EH S P AA T IH K
despotism|D EH S P AH0 T IH Z AH0 M
despume|D IH S P Y UW M
dessert|D IH Z ER T
dessiatina|D EH S Y AH0 T IY N AH0
destin|D EH S T IH N
destinal|D EH S T IH N AH0 L
destination|D EH S T IH N EH0 IH SH AH0 N
destine|D EH S T IH N
destitute|D EH S T IH T UW T
destitution|D EH S T IH T UW SH AH0 N
destitutions|D EH S T IH T UW SH AH0 N Z
destrier|D EH S T R IH AH0
destroy|D IH S T R AO IH
destroyed|D IH S T R AO IH D
destroying|D IH S T R AO IH Y IH NG
destruct|D IH S T RRR AH K T
destructible|D IH S T R AH K T IH B AH0 L
destruction|D IH S T R AH K SH AH0 N
desuetude|D EH S W AH0 T Y UW D
desultory|D EH Z AH0 L T AO R IY
desume|D IH Z UW M
desvenlafaxine|D EH S V EH N L AH0 F AE K S IY N
desyatin|D EH S Y AH0 T IY N
desynchronization|D IY S IH N K R AH0 N IH Z EH0 IH SH AH0 N
desysop|D IY S IH S AO P
detach|D IH T AE T SH
detached|D IH T AE T T
detachment|D IH T AE T M AH0 N T
detail|D IH T EH0 IH L
detailed|D IH T EH0 IH L D
details|D IH T EH0 IH L Z
detected|D IH T EH K T IH D
detection|D AH0 T EH K SH AH0 N
detective|D IH T EH K T IH V
detent|D IH T EH N T
deter|D IH T UH1 R
deteriorate|D AH0 T IH R IY AH0 R EH0 IH T
deterioration|D AH0 T IY R IY AH0 R EH0 IH SH AH0 N
determinant|D IH T ER M IH N AH0 N T
determine|D IH T ER M IH N
determined|D IH T ER M IH N D
deterritorialization|D IY T EH R IH T AO R IY AH0 L AE IH Z EH0 IH SH AH0 N
detest|D IH T EH S T
detestable|D IH T EH S T AH0 B L
detestate|D IH T EH S T EH0 IH T
dethick|D EH TH IH K
detonate|D EH T AH0 N EH0 IH T
detour|D IY T UH AH0 R
detox|D IY T AO K S
detraction|D IH T R AE K SH AH0 N
detractory|D IH T R AE K T AH0 R IY
detrect|D IH T R EH K T
detrending|D IY T R EH N D IH NG
detriment|D EH T R IH M AH0 N T
detrimental|D EH T R IH M EH N T AH0 L
detrital|D IY T R AE IH T AH0 L
detritivore|D AH0 T R AE IH T AH0 V AO R
detritivorous|D EH T R AH0 T IH V AH0 R AH0 S
detritus|D IH T R AE IH T AH0 S
detroit|D IH T R AO IH T
detrusor|D IH T R UW Z ER0
deturb|D IH T UH1 R B
deturpate|D EH T AH0 R P EH0 IH T
deuce|D UW S
deuced|D Y UW S IH D
deuteragonist|D UW T AH0 R AE G AH0 N IH S T
deuterium|D Y UW T IH R IY AH0 M
deuteronomy|D UW T AH0 R AA N AH0 M IY
deutocerebral|D Y UW T OW0 UH S EH R AH0 B R AH0 L
deutoxide|D Y UW T AO K S AE IH D
deutoxides|D Y UW T AO K S AE IH D Z
deutsch|D AO IH T SH
dev|D EH V
deva|D EH0 IH V AH0
devalue|D IY V AE L Y UW
devanagari|D EH0 IH V AH0 N AA G AH0 R IY
devastate|D EH V AH0 S T EH0 IH T
devastation|D EH V AH0 S T EH0 IH SH AH0 N
devastavit|D IY V AH0 S T EH0 IH V IH T
develop|D IH V EH L AH0 P
developed|D IH V EH L AH0 P T
developer|D IH V EH L AH0 P ER0
developers|D IH V EH L AH0 P ER0 Z
developing|D IH V EH L AH0 P IH NG
development|D IH V EH L AH0 P M AH0 N T
developmentals|D IH V EH L AH0 P M EH N T AH0 L Z
devi|D EH0 IH V IY
deviance|D IY V IH AH0 N S
deviate|D IY V IY AH0 T
deviation|D IY V IY EH0 IH SH AH0 N
deviator|D IY V IY EH0 IH T ER0
device|D AH0 V AE IH S
deviceful|D IH V AE IH S F AH0 L
devil|D EH V AH0 L
devilish|D EH V IH L IH SH
devilment|D EH V IH L M AH0 N T
devils|D EH V EL Z
devin|D EH V IH N
devious|D IY V IY AH0 S
devise|D IH V AE IH Z
devised|D IH V AE IH Z D
devizes|D IH V AE IH Z IH Z
devlin|D EH V L IH N
devoid|D IH V AO IH D
devoir|D AH0 V W AA
devolute|D IY V AH0 L UW T
devon|D EH V AH0 N
devote|D IH V OW0 UH T
devotee|D EH V AH0 T IY
devotion|D IH V OW0 UH SH AH0 N
devotional|D IH V OW0 UH SH AH0 N AH0 L
devoto|D IH V AH0 UH T AH0 UH
devout|D IH V AE UH T
devove|D IH V AH0 UH V
devs|D EH V Z
dew|D ZH UW
dewan|D AH0 W AA N
dewar|D UW ER0
dewberry|D UW B EH R IY
dewey|D UW IY
dewfull|D Y UW F AH0 L
dewlap|D UW L AE P
dewsbury|D Y UW Z B AH0 R IY
dewy|D ZH UW IY
dexamethasone|D EH K S AH0 M EH TH AH0 Z OW0 UH N
dexlansoprazole|D EH K S L AE N S OW0 UH P R AH0 Z OW0 UH L
dexter|D EH K S T ER0
dexterity|D EH K S T EH R IH T IY
dexterous|D EH K S T R AH0 S
dexterously|D EH K S T AH0 R AH0 S L IY
dextrer|D EH K S T R AH0 R
dextrin|D EH K S T R IH N
dextrocardia|D EH K S T R AH0 K AA R D IY AH0
dextromethorphan|D EH K S T R OW0 UH M AH0 TH AO R F AE N
dezh|D EH ZH
dghaisa|D AE IH S AH0
dharma|D AA R M AH0
dharmic|D AA R M IH K
dhikr|DH IY K R
dhimma|DH IH M M AE
dhimmi|DH IH M IY
dhobi|D AH0 UH B IY
dholak|D AH0 UH L AH0 K
dhole|D OW0 UH L
dhow|D AE UH
dhuhr|DH UH AH0 R
dhyana|D Y AA N AH0
di|D AE IH
diabase|D AE IH AH0 B EH0 IH S
diabeetus|D AE IH AH0 B IY T AH0 S
diabetes|D AE IH AH0 B IY T IH S
diabolic|D AE IH AH0 B AO L IH K
diabologue|D AE IH AE B AH0 L AO G
diacetylmorphine|D AE IH AH0 S EH T L M AO R F IY N
diachronic|D AE IH AH0 K R AA N IH K
diachrony|D AE IH AE K R AH0 N IY
diachylon|D AE IH AH0 K AE IH L AO N
diaconal|D AE IH AE K AH0 N AH0 L
diacranterian|D AE IH AH0 K R AE N T IY R IY AH0 N
diadem|D AE IH AH0 D EH M
diadochi|D AE IH AE D AH0 K AE IH
diadrom|D AE IH AH0 D R AH0 M
diaeresis|D AE IH EH R AH0 S IH S
diagenesis|D AE IH AH0 D ZH EH N IH S IH S
diagnose|D AE IH AH0 G N OW0 UH S
diagnoses|D AE IH AH0 G N AH0 UH S AH0 Z
diagnosis|D AE IH AH0 G N AH0 UH S IH S
diagonal|D AE IH AE G AH0 N AH0 L
diagram|D AE IH G R AE M
dial|D AE IH AH0 L
dialect|D AE IH AH0 L EH K T
dialectal|D AE IH AH0 L EH K T AH0 L
dialectic|D AE IH AH0 L EH K T IH K
dialectician|D AE IH AH0 L EH K T IH SH AH0 N
dialectics|D AE IH AH0 L EH K T IH K S
dialects|D AE IH AH0 L EH K T S
dialer|D AE IH AH0 L ER0
dialetheism|D AE IH AH0 L EH TH IY IH Z AH0 M
diallage|D AE IH AE L AH0 D ZH IY
dialog|D AE IH AH0 L AA G
dialogical|D AE IH AH0 L AA D IH K AH0 L
dialogue|D AE IH AH0 L AO G
dialysate|D AE IH AE L IH S EH0 IH T
dialysis|D AE IH AE L IH S IH S
diamagnetic|D AE IH AH0 M AE G N EH T IH K
diamantaire|D IY AH0 M AO N T EH AH0 R
diameter|D AE IH AE M IH T ER0
diamide|D AE IH AH0 M AE IH D
diamine|D AE IH AH0 M IY N
diamond|D AE IH AH0 M AH0 N D
diamondback|D AE IH M AH0 N D B AE K
diamonds|D AE IH AH0 M AH0 N D Z
diana|D AE IH AE N AH0
diangle|D AE IH AE NG G AH0 L
dianoetic|D AE IH AH0 N AH0 UH EH T IH K
diapase|D AE IH AH0 P EH0 IH Z
diapason|D AE IH AH0 P EH0 IH Z AH0 N
diapause|D AE IH AH0 P AO Z
diaper|D AE IH AH0 P ER0
diaperhood|D AE IH AH0 P ER0 HH UH D
diaphane|D AE IH AH0 F EH0 IH N
diaphanous|D AE IH AE F AH0 N AH0 S
diaphoneme|D AE IH AH0 F OW0 UH N IY M
diaphoresis|D AE IH AH0 F AH0 R IY S IH S
diaphoretic|D AE IH AH0 F AH0 R EH T IH K
diaphragm|D AE IH AH0 F R AE M
diaphysis|D AE IH AE F IH S IH S
diapie|D AE IH P IY
diapir|D AE IH AH0 P IH AH0 R
diarist|D AE IH AH0 R IH S T
diary|D AE IH R IY
diaschisis|D AE IH AE S K AH0 S AH0 S
diascope|D AE IH AH0 S K AH0 UH P
diaspora|D IY AE S P R AH0
diasporal|D AE IH AE S P AH0 R AH0 L
diaspore|D AE IH AH0 S P AO R
diastase|D AE IH AH0 S T EH0 IH Z
diastasis|D AE IH AH0 S T EH0 IH S IH S
diastema|D AE IH AH0 S T IY M AH0
diastereoselectivity|D AE IH AH0 S T EH AH0 R IY OW0 UH S AH0 L EH K T IH V IH T IY
diastole|D AE IH AE S T AH0 L IY
diathesis|D AE IH AE TH AH0 S IH S
diathetic|D AE IH AH0 TH AH0 T IH K
diatom|D AE IH AH0 T AA M
diatomaceous|D AE IH AH0 T AH0 M EH0 IH SH AH0 S
diatomite|D AE IH AE T AH0 M AE IH T
diatreme|D AE IH AH0 T R IY M
diatribe|D AE IH AH0 T R AE IH B
diatrizoate|D AE IH AH0 T R AE IH Z OW0 UH EH0 IH T
diauxie|D AE IH AO K S IY
diazepam|D AE IH AE Z AH0 P AE M
diazoxide|D AE IH AH0 Z AA K S AE IH D
dibble|D IH B AH0 L
dibenzheptropine|D AE B IH EH N Z HH EH P T R AH0 P IY N
dicacious|D AE IH K EH0 IH SH AH0 S
dicarboximide|D AE IH K AA R B AO K S IH M AE IH D
dice|D AE IH S
diced|D AE IH S T
dices|D AE IH S IH Z
dicey|D AE IH S IY
dichotomic|D AE IH K AH0 T AO M IH K
dichotomous|D AE IH K AA T AH0 M AH0 S
dicing|D AE IH S IH NG
dicings|D AE IH S IH NG Z
dick|D IH K
dickcissel|D IH K S IH S AH0 L
dicked|D IH K T
dickens|D IH K IH N Z
dickensian|D AH0 K EH N Z IY AH0 N
dicker|D IH K ER0
dickhead|D IH K EH D
dickie|D IH K IY
dickies|D IH K IY Z
dicking|D IH K IH NG
dickings|D IH K IH NG Z
dickinson|D IH K IH N S AH0 N
dickish|D IH K IH SH
dickkopf|D IH K K AO P F
dickpic|D IH K P IH K
dicks|D IH K S
dickweasel|D IH K W IY Z AH0 L
dicky|D IH K IY
diclofenac|D AE IH K L OW0 UH F AH0 N AE K
dicloxacillin|D AE IH K L AA K S AH0 S IH L IH N
dicrotic|D AE IH K R AA T IH K
dictamen|D IH K T EH0 IH M AH0 N
dictate|D IH K T EH0 IH T
dictated|D IH K T EH0 IH T IH D
dictation|D IH K T EH0 IH SH AH0 N
dictator|D IH K T EH0 IH T AH0 R
dictatorship|D IH K T EH0 IH T AH0 R SH IH P
dictionary|D IH K SH AH0 N EH R IY
dictum|D IH K T AH0 M
dictynid|D IH K T IH N IH D
dicyclomine|D AE IH S AE IH K L AH0 M IY N
dicycloverine|D AE IH S AE IH K L OW0 UH V AH0 R IY N
did|D IH D
didactic|D IH D AE K T IH K
didanosine|D AE IH D AE N AH0 S IY N
diddest|D IH D EH S T
didelphic|D AE IH D EH L F IH K
dideoxycytidine|D AE IH D IY AA K S IH S IH T IH D IY N
dideoxyinosine|D AE IH D IY AA K S IH IH N AH0 S IY N
didgeridoo|D IH D ZH AH0 R IY D UW
didja|D IH D ZH AH0
didn't|D IH D AH0 N T
dido|D AE IH D AH0 UH
didst|D IH D S T
didymous|D IH D IH M AH0 S
die|D AE IH
died|D AE IH D
diedre|D IH AH0 D RRR IY
diegetic|D AE IH AH0 D EH T IH K
diego|D IY EH0 IH G OW0 UH
diel|D IY AH0 L
dielectric|D AE IH IH L EH K T R IH K
dielectrophoretic|D AE IH AH0 L EH K T R OW0 UH F AH0 R EH T IH K
diencephalon|D AE IH AH0 N S EH F AH0 L AO N
diene|D AE IH IY N
diener|D IY N AH0 R
dieppe|D IY EH P
dieretic|D AE IH AH0 R EH T IH K
dieri|D IH AH0 RRR IY
dies|D AE IH Z
diesel|D IY Z AH0 L
diesis|D AE IH AH0 S IH S
diet|D AE IH AH0 T
dietary|D AE IH AH0 T R IY
dietetic|D AE IH AH0 T EH T IH K
diethylstilbestrol|D AE IH EH TH AH0 L S T IH L B EH S T R AO L
dietitian|D AE IH AH0 T IH SH AH0 N
difenoxin|D AE IH F AH0 N AA K S IH N
diff|D IH F
differ|D IH F ER0
difference|D IH F R AH0 N T S
differences|D IH F R AH0 N S IH Z
different|D IH F R AH0 N T
differentiate|D IH F AH0 R EH N T SH IY EH0 IH T
differently|D IY F R AH0 N T L IY
difficile|D IH F AH0 S AH0 L
difficult|D IH F IH K AH0 L T
difficulties|D IH F IH K AH0 L T IY Z
difficulty|D IH F IH K AH0 L T IY
diffidence|D IH F IH D AH0 N S
diffident|D IH F IH D AH0 N T
diffidently|D IH F IH D AH0 N T L IY
diffix|D IH F IH K S
diffluent|D IH F L UW AH0 N T
difform|D IH F AO R M
diffraction|D IH F R AE K SH AH0 N
diffuse|D IH F Y UW Z
diffuser|D IH F Y UW Z AH0 R
dig|D IH G
digamma|D AE IH G AE M AH0
digamy|D IH G AH0 M IY
digastric|D AE IH G AE S T R IH K
digastrici|D AE IH G AE S T R AH0 S AE IH
digastricus|D AE IH G AE S T R IH K AH0 S
digenetic|D AE IH D ZH AH0 N EH T IH K
digest|D AH0 D ZH EH S T
digestion|D AE IH D ZH EH S T SH AH0 N
digger|D IH G ER0
diggety|D IH G AH0 T IY
diggs|D IH G Z
dight|D AE IH T
digit|D IH D ZH IH T
digital|D IH D IH T L
digitalis|D IH D ZH IH T AE L IH S
digitiform|D IH D ZH IH T IH F AO R M
digitigrade|D IH D ZH AH0 T AH0 G R EH0 IH D
digitonin|D IH D ZH IH T OW0 UH N IH N
digladiation|D AE IH G L AE D IY EH0 IH SH AH0 N
diglossia|D AE IH G L AA S IY AH0
digne|D AE IH N
dignity|D IH G N IH T IY
digon|D AE IH G AH0 N
digoxin|D IH G AA K S IH N
digress|D IH G R EH S
digression|D AE IH G R EH SH AH0 N
digs|D IH G Z
dihedral|D AE IH HH IY D R AH0 L
dihydropteroate|D AE IH HH AE IH D R AO P T EH R AH0 UH EH0 IH T
dihydroquercetin|D AE IH HH AE IH D R AH0 UH K W UH1 R S IH T IH N
diiodohydroxyquinoline|D AE IH AE IH AH0 D OW0 UH HH AE IH D R AA K S IH K W IH N AH0 L IY N
diksmuide|D IH K S M AO IH D AH0
diktat|D IH K T AA T
dilaniate|D IH L EH0 IH N IY EH0 IH T
dilapidate|D IH L AE P IH D EH0 IH T
dilapidation|D AH0 L AE P AH0 D EH0 IH SH AH0 N
dilatation|D IH L EH0 IH T EH0 IH SH AH0 N
dilate|D AE IH L EH0 IH T
dilation|D AE IH L EH0 IH SH AH0 N
dildo|D IH L D AH0 UH
dilemma|D IH L EH M AH0
dilettante|D IH L IH T AA N T
dilf|D IH L F
dili|D IY L IY
dilithium|D AE IH L IH TH IH AH0 M
dill|D IH L
dillon|D IH L AH0 N
dills|D IH L Z
dillseed|D IH L S IY D
dilly|D IH L IY
dillydally|D IH L IY D AE L IY
dilogy|D IH L AH0 D ZH IY
diloxanide|D AE IH L AA K S AH0 N AE IH D
diltiazem|D IH L T AE IH AH0 Z EH M
dilucid|D IH L Y UW S IH D
dilucidation|D IH L UW S IH D EH0 IH SH AH0 N
dilucular|D AE IH L UW K Y UW L ER
diluent|D IH L Y UW AH0 N T
dilute|D IH L UW T
dilution|D IH L UW SH AH0 N
diluvian|D IH L UW V IH AH0 N
dim|D IH M
dime|D AE IH M
dimenhydrinate|D AE IH M EH N HH AE IH D R IH N EH0 IH T
dimension|D IH M EH N SH AH0 N
dimensional|D IH M EH N SH AH0 N AH0 L
dimensions|D IH M EH N SH AH0 N Z
dimer|D AE IH M AH0 R
dimes|D AE IH M Z
dimeter|D IH M IH T AH0 R
dimethylethanolamine|D AE IH M EH TH IH L EH TH AH0 N AO L AH0 M IY N
dimethyltryptamine|D AE IH M EH TH AH0 L T R IH P T AH0 M IY N
dimication|D IH M IH K EH0 IH SH AH0 N
diming|D AE IH M IH NG
diminish|D IH M IH N IH SH
diminished|D IH M IH N IH SH T
diminute|D IH M IH N UW T
diminution|D IH M IH N Y UW SH AH0 N
diminutive|D IH M IH N Y AH0 T IH V
dimiracetam|D IH M IH R AE S IH T AE M
dimly|D IH M L IY
dimmed|D IH M D
dimmer|D IH M AH0 R
dimmest|D IH M IH S T
dimming|D IH M IH NG
dimmings|D IH M IH NG Z
dimorphic|D AE IH M AO R F IH K
dimp|D IH M P
dimple|D IH M P AH0 L
dimplement|D IH M P AH0 L M AH0 N T
dims|D IH M Z
din|D IH N
din't|D IH N T
dina|D IY N AH0
