'ayé|'ajé
s’ọ́dọ̀|s’ɔ́dɔ̀
s’ọ́run|s’ɔ́rũ
s’ọ́yọ̀|s’ɔ́jɔ̀
taanaki|taanaki
taanati|taanati
tabanaku|tabanaku
tabita|tabita
tabo|tabo
tabori|tabori
tabrimoni|tabrimoni
tafeti|tafeti
tafàtafà|tafàtafà
tage|taɡe
tahani|tahani
tahati|tahati
tajà|tad͡ʒà
tají|tad͡ʒí
tako|tako
takuntakun|takũtakũ
takété|takété
takò|takò
takú|takú
takọ|takɔ
talita|talita
talmai|talmai
tamari|tamari
tamariski|tamariski
tambori|tambori
tami|tami
tamusi|tamusi
tamẹ́dùn|tamɛ́dùn
tan|tan
tanhumeti|tanhumeti
tani|tani
tanijẹ|tanid͡ʒɛ
tannijẹ|tannid͡ʒɛ
tanná|tanná
tanù|tanù
tapenesi|tak͡penesi
tara|tara
tarsu|tarsu
tarṣiṣi|tarʃiʃi
tata|tata
tatimi|tatimi
tayò|tajò
tayọ|tajɔ
tayọ̀|tajɔ̀
tayọ̀tayọ̀|tajɔ̀tajɔ̀
tekoa|tekoa
teli|teli
tema|tema
temani|temani
teofilu|teofilu
tereṣi|tereʃi
tertiu|tertiu
tertulu|tertulu
tete|tete
tetrarki|tetrarki
teuda|teuda
tiatira|tiatira
tiberia|tiberia
tiberiu|tiberiu
tifisa|tifisa
tigbòǹgbò|tiɡ͡bòǹɡ͡bò
tiglat|tiɡlat
tiiri|tiiri
tijú|tid͡ʒú
tikfa|tikfa
tikiku|tikiku
tikuosi|tikuosi
tilé|tilé
tilétilé|tilétilé
tilẹ̀|tilɛ̀
timna|timna
timnati|timnati
timoni|timoni
timotiu|timotiu
tiná|tĩá
tinú|tĩú
tinúadé|tĩúadé
tinúbu|tĩúbu
tinúbú|tĩúbú
tinútinú|tĩútĩú
tipa|tik͡pa
tipasẹ̀|tik͡pasɛ̀
tipá|tik͡pá
tipátipá|tik͡pátik͡pá
tipẹ́tipẹ́|tik͡pɛ́tik͡pɛ́
tirannusi|tirannusi
tire|tire
tirofimu|tirofimu
tirsa|tirsa
tirẹ̀|tirɛ̀
titu|titu
titó|titó
titẹ̀|titɛ̀
tiwa|tiwa
tiwaladé|tiwaladé
tiwatọ́pẹ́|tiwatɔ́k͡pɛ́
tiwa’|tiwa’
tiwátọ́pẹ́|tiwátɔ́k͡pɛ́
tiwọn|tiwɔ̃
tiyín|tijín
tií|tií
tiṣibi|tiʃibi
tiẹ̀|tiɛ̀
to|to
tobiah|tobiah
tobìnrin|tobìnrĩ
tofeti|tofeti
togarma|toɡarma
tojú|tod͡ʒú
tokhati|tokhati
tola|tola
tolúwa|tolúwa
tomasi|tomasi
topasi|tok͡pasi
torí|torí
trakoniti|trakoniti
trifena|trifena
trifosa|trifosa
troasi|troasi
tu|tu
tubali|tubali
tulẹ̀|tulɛ̀
tumimu|tumimu
tun|tũ
tuntun|tũtũ
tutù|tutù
tutọ́|tutɔ́
twitter|twitter
tà|tà
tàbí|tàbí
tàbùkù|tàbùkù
tàjẹ̀|tàd͡ʒɛ̀
tàkúté|tàkúté
tàlàbí|tàlàbí
tàmẹ̀dùn|tàmɛ̀dùn
tàn|tàn
tànkálẹ̀|tànkálɛ̀
tànmọ́lẹ̀|tànmɔ́lɛ̀
tàntàn|tàntàn
tàpá|tàk͡pá
tàwa|tàwa
tààrà|tààrà
tá|tá
táa|táa
tábìlì|tábìlì
tádé|tádé
tájù|tád͡ʒù
tákàdá|tákàdá
tálákà|tálákà
tálẹ́ǹtì|tálɛ́ǹtì
tán|tán
táràrà|táràrà
táyà|tájà
táyé|tájé
táyọ̀|tájɔ̀
táíwò|táíwò
tèmi|tèmi
tèmítáyò|tèmítájò
tètè|tètè
tì|tì
tìbẹ̀rù|tìbɛ̀rù
tìfẹ́tìfẹ́|tìfɛ́tìfɛ́
tìjání|tìd͡ʒání
tìkálára|tìkálára
tìkára|tìkára
tìlẹ̀kùn|tìlɛ̀kùn
tìmílẹ́yìn|tìmílɛ́jìn
tìróò|tìróò
tìrẹ|tìrɛ
tìtorí|tìtorí
tìtì|tìtì
tìtì’|tìtì’
tìyanu|tìjanu
tìyín|tìjín
tìí|tìí
tìẹ|tìɛ
tí|tí
tímọ́tímọ́|tímɔ́tímɔ́
tírélà|tírélà
títa|títa
títanù|títanù
títo|títo
títà|títà
títàjẹ̀sílẹ̀|títàd͡ʒɛ̀sílɛ̀
títì|títì
títí|títí
títò|títò
tító|tító
títóbi|títóbi
títúmọ̀|títúmɔ̀
títún|títún
títúnṣe|títúnʃe
títẹ̀|títɛ̀
títẹ̀lé|títɛ̀lé
títẹ́|títɛ́
títọ́|títɔ́
títọ́jú|títɔ́d͡ʒú
títọ́’|títɔ́’
tíì|tíì
tíí|tíí
tò|tò
tòní|tòní
tòru|tòru
tòsí|tòsí
tòun|tòũ
tòògbé|tòòɡ͡bé
tòótọ́|tòótɔ́
tó|tó
tóbi|tóbi
tókù|tókù
tónítóní|tónítóní
tóo|tóo
tósìn|tósìn
tótòtó|tótòtó
tóun|tóũ
tóóró|tóóró
tù|tù
tùn|tùn
tùràrí|tùràrí
tùtù|tùtù
tú|tú
túbá|túbá
túbú|túbú
túbọ̀|túbɔ̀
tújúká|túd͡ʒúká
túká|túká
túláàsì|túláàsì
túmọ̀|túmɔ̀
tún|tún
túndé|túndé
túnjí|túnd͡ʒí
túnṣe|túnʃe
tútù|tútù
tútùṣùgbọ́n|tútùʃùɡ͡bɔ́n
túwó|túwó
túúbá|túúbá
túútúú|túútúú
túńjí|túńd͡ʒí
tú’|tú’
tẹ|tɛ
tẹjúmọ́|tɛd͡ʒúmɔ́
tẹlẹ̀|tɛlɛ̀
tẹmpili|tɛmk͡pili
tẹni|tɛ̃i
tẹnu|tɛ̃u
tẹnumọ́|tɛ̃umɔ́
tẹná|tɛ̃á
tẹra|tɛra
tẹramọ́|tɛramɔ́
tẹranko|tɛranko
tẹrí|tɛrí
tẹríba|tɛríba
tẹsalonika|tɛsalonika
tẹsẹ̀|tɛsɛ̀
tẹ̀|tɛ̀
tẹ̀bọmi|tɛ̀bɔmi
tẹ̀dó|tɛ̀dó
tẹ̀gàn|tɛ̀ɡàn
tẹ̀là|tɛ̀là
tẹ̀lé|tɛ̀lé
tẹ̀lẹ́|tɛ̀lɛ́
tẹ̀rì|tɛ̀rì
tẹ̀síwájú|tɛ̀síwád͡ʒú
tẹ̀tàn|tɛ̀tàn
tẹ̀yẹtẹ̀yẹ|tɛ̀jɛtɛ̀jɛ
tẹ́|tɛ́
tẹ́jú|tɛ́d͡ʒú
tẹ́lẹ̀|tɛ́lɛ̀
tẹ́lẹ̀tẹ́lẹ̀|tɛ́lɛ̀tɛ́lɛ̀
tẹ́tí|tɛ́tí
tẹ́tẹ́|tɛ́tɛ́
tẹ́wọ́|tɛ́wɔ́
tẹ́wọ́gbà|tɛ́wɔ́ɡ͡bà
tẹ́ẹ́rẹ́|tɛ́ɛ́rɛ́
tẹ’wọ́|tɛ’wɔ́
tọ|tɔ
tọkàntọkàn|tɔkàntɔkàn
tọkùnrin|tɔkùnrĩ
tọkọtaya|tɔkɔtaja
tọpinpin|tɔk͡pĩk͡pĩ
tọrẹ|tɔrɛ
tọwọ́|tɔwɔ́
tọwọ́tẹsẹ̀|tɔwɔ́tɛsɛ̀
tọ̀|tɔ̀
tọ̀nà|tɔ̀nà
tọ̀san|tɔ̀san
tọ̀sán|tɔ̀sán
tọ́|tɔ́
tọ́jà|tɔ́d͡ʒà
tọ́jú|tɔ́d͡ʒú
tọ́ka|tɔ́ka
tọ́lá|tɔ́lá
tọ́nisọ́nà|tɔ́nisɔ́nà
tọ́nà|tɔ́nà
tọ́rọ́|tɔ́rɔ́
tọ́wò|tɔ́wò
tọ́ọ|tɔ́ɔ
tọ́’|tɔ́’
tọ́’jà|tɔ́’d͡ʒà
t’abo|t’abo
t’akọ|t’akɔ
t’asẹ̀|t’asɛ̀
t’ìyàwó|t’ìjàwó
t’òní|t’òní
t’ójò|t’ód͡ʒò
t’ọko|t’ɔko
t’ọ̀la|t’ɔ̀la
ulai|ulai
ulamu|ulamu
un|ũ
united|ũited
un’|ũ’
urbani|urbani
uri|uri
uriah|uriah
urimu|urimu
usai|usai
usieli|usieli
ussa|ussa
ussi|ussi
ussiah|ussiah
u’|u’
wa|wa
wadi|wadi
wakọ̀|wakɔ̀
walẹ̀|walɛ̀
waà|waà
wa’|wa’
wo|wo
wolẹ̀|wolɛ̀
won|won
wonisàn|wonisàn
wo’ni|wo’ni
wu|wu
wugbọ́|wuɡ͡bɔ́
wà|wà
wàhálà|wàhálà
wàjà|wàd͡ʒà
wàláà|wàláà
wàrà|wàrà
wàràǹkàṣì|wàràǹkàʃì
wàyí|wàjí
wàyíì|wàjíì
wàá|wàá
wàásù|wàásù
wàídì|wàídì
wà’|wà’
wá|wá
wáa|wáa
wádìí|wádìí
wákàtí|wákàtí
wálé|wálé
wálẹ̀|wálɛ̀
wámú|wámú
wárápá|wárák͡pá
wárìrì|wárìrì
wárí|wárí
wáyé|wájé
wáìnì|wáìnì
wá’|wá’
wá’lẹ̀|wá’lɛ̀
wè|wè
wèrè|wèrè
wèrèpè|wèrèk͡pè
wé|wé
wéré|wéré
wéwu|wéwu
wí|wí
wíjọ́|wíd͡ʒɔ́
wílò|wílò
wílóò|wílóò
wín|wín
wípé|wík͡pé
wírù|wírù
wírú|wírú
wíwo|wíwo
wíwà|wíwà
wíwá|wíwá
wíwé|wíwé
wíwò|wíwò
wíwó|wíwó
wíwú|wíwú
wíwúwo|wíwúwo
wíwẹ|wíwɛ
wíwẹ̀|wíwɛ̀
wíwẹ́|wíwɛ́
wíwọlé|wíwɔlé
wíwọ̀|wíwɔ̀
wíwọ̀n|wíwɔ̀n
wíwọ́|wíwɔ́
wò|wò
wòkè|wòkè
wòlíì|wòlíì
wòlíì’|wòlíì’
wòran|wòran
wòsàn|wòsàn
wòye|wòje
wòó|wòó
wò’|wò’
wò’kè|wò’kè
wò’ṣe|wò’ʃe
wó|wó
wólẹ̀|wólɛ̀
wón|wón
wóo|wóo
wù|wù
wùkẹ̀wụ̀kẹ̀|wùkɛ̀wụ̀kɛ̀
wùkẹ́wụ̀kẹ́|wùkɛ́wụ̀kɛ́
wùnmí|wùnmí
wùwà|wùwà
wú|wú
wúlò|wúlò
wúrà|wúrà
wúwo|wúwo
wúńdíá|wúńdíá
wẹ̀|wɛ̀
wẹ̀mímọ́|wɛ̀mímɔ́
wẹ̀mọ́|wɛ̀mɔ́
wẹ̀nù|wɛ̀nù
wẹ̀nùmọ́|wɛ̀nùmɔ́
wẹ̀yìn|wɛ̀jìn
wẹ́rẹ́wẹ́rẹ́|wɛ́rɛ́wɛ́rɛ́
wẹ́wẹ́|wɛ́wɛ́
wẹẹrẹ|wɛɛrɛ
wọ|wɔ
wọlé|wɔlé
wọn|wɔ̃
wọnjanwọnjan|wɔ̃d͡ʒanwɔ̃d͡ʒan
wọnù|wɔ̃ù
wọnú|wɔ̃ú
wọnúọlá|wɔ̃úɔlá
wọn’|wɔ̃’
wọ̀|wɔ̀
wọ̀bìà|wɔ̀bìà
wọ̀kí|wɔ̀kí
wọ̀n|wɔ̀n
wọ̀nyí|wɔ̀njí
wọ̀nyí’|wɔ̀njí’
wọ̀ọ́|wɔ̀ɔ́
wọ̀’|wɔ̀’
wọ́|wɔ́
wọ́de|wɔ́de
wọ́dà|wɔ́dà
wọ́gọwọ̀gọ|wɔ́ɡɔwɔ̀ɡɔ
wọ́jọ|wɔ́d͡ʒɔ
wọ́n|wɔ́n
wọ́ntí|wɔ́ntí
wọ́nà|wɔ́nà
wọ́n’|wɔ́n’
wọ́n”|wɔ́n”
wọ́pọ̀|wɔ́k͡pɔ̀
wọ́ọ́rọ́|wɔ́ɔ́rɔ́
wọ’lé|wɔ’lé
wọ’nú|wɔ’nú
ya|ja
yadi|jadi
yan|jan
yangàn|janɡàn
yanjú|jand͡ʒú
yanrìn|janrìn
yanturu|janturu
yapa|jak͡pa
yarọ|jarɔ
yasó|jasó
yaya|jaja
yayaya|jajaja
ye|je
yege|jeɡe
yigbì|jiɡ͡bì
yin|jĩ
yinrin|jĩrĩ
yin’|jĩ’
yo|jo
yokù|jokù
yorùbá|jorùbá
yà|jà
yàgàn|jàɡàn
yàgò|jàɡò
yàn|jàn
yànmúyańmú|jànmújańmú
yànàná|jànàná
yàra|jàra
yàrá|jàrá
yàtọ̀|jàtɔ̀
yá|já
yálà|jálà
yáná|jáná
yára|jára
yè|jè
yèyé|jèjé
yé|jé
yékéyéke|jékéjéke
yékéyéké|jékéjéké
yétúndé|jétúndé
yéwandé|jéwandé
yéèpà|jéèk͡pà
yìn|jìn
yìnyín|jìnjín
yìí|jìí
yìíi|jìíi
yìíláti|jìíláti
yìíì|jìíì
yìí’|jìí’
yìí”|jìí”
yí|jí
yídì|jídì
yíjú|jíd͡ʒú
yíká|jíká
yíkákiri|jíkákiri
yílẹ̀|jílɛ̀
yín|jín
yínmú|jínmú
yínṣùgbọ́n|jínʃùɡ͡bɔ́n
yínẹ|jínɛ
yín’|jín’
yípadà|jík͡padà
yípo|jík͡po
yíràá|jíràá
yíya|jíja
yíyan|jíjan
yíyanjú|jíjand͡ʒú
yíyà|jíjà
yíyàgàn|jíjàɡàn
yíyàn|jíjàn
yíyànmí|jíjànmí
yíyè|jíjè
yíyìn|jíjìn
yíyí|jíjí
yíyípadà|jíjík͡padà
yíyẹ|jíjɛ
yíyọ́|jíjɔ́
yíì|jíì
yòrùbá|jòrùbá
yòókù|jòókù
yó|jó
yóo|jóo
yówù|jówù
yóò|jóò
yún|jún
yẹ|jɛ
yẹgi|jɛɡi
yẹn|jɛ̃
yẹpẹrẹ|jɛk͡pɛrɛ
yẹra|jɛra
yẹrí|jɛrí
yẹtí|jɛtí
yẹ̀|jɛ̀
yẹ̀míwò|jɛ̀míwò
yẹ̀rì|jɛ̀rì
yẹ̀yẹ́|jɛ̀jɛ́
yẹ́|jɛ́
yẹ́n|jɛ́n
yọ|jɔ
yọjú|jɔd͡ʒú
yọrí|jɔrí
yọrísí|jɔrísí
yọ̀|jɔ̀
yọ̀ǹda|jɔ̀ǹda
yọ́|jɔ́
y’óhùn|j’óhùn
y’ọjú|j’ɔd͡ʒú
à|à
àafin|àafĩ
àarín|àarín
àbojútó|àbod͡ʒútó
àbàtà|àbàtà
àbàwọ́n|àbàwɔ́n
àbá|àbá
àbájáde|àbád͡ʒáde
àbáláyé|àbálájé
àbámẹ́ta|àbámɛ́ta
àbámọ̀|àbámɔ̀
àbáwọlé|àbáwɔlé
àbáyọ|àbájɔ
àbí|àbí
àbígbẹ̀yìn|àbíɡ͡bɛ̀jìn
àbíkú|àbíkú
àbíkẹ́hìn|àbíkɛ́hìn
àbíkẹ́yìn|àbíkɛ́jìn
àbírì|àbírì
àbòsí|àbòsí
àbùbùtán|àbùbùtán
àbùdá|àbùdá
àbùkù|àbùkù
àbújá|àbúd͡ʒá
àbúrò|àbúrò
àbẹ̀gbé|àbɛ̀ɡ͡bé
àbẹ̀kẹ́|àbɛ̀kɛ́
àbẹ̀tẹ́lẹ̀|àbɛ̀tɛ́lɛ̀
àbẹ́gbẹ́|àbɛ́ɡ͡bɛ́
àbọ̀|àbɔ̀
àbọ́|àbɔ́
àdàbà|àdàbà
àdàkọ|àdàkɔ
àdàlú|àdàlú
àdàmọ̀dì|àdàmɔ̀dì
àdá|àdá
àdábọwọ́|àdábɔwɔ́
àdákọ|àdákɔ
àdán|àdán
àdánidá|àdánidá
àdánwò|àdánwò
àdèlé|àdèlé
àdèyí|àdèjí
àdéhùn|àdéhùn
àdìgún|àdìɡún
àdìrẹ|àdìrɛ
àdìó|àdìó
àdídùn|àdídùn
àdògán|àdòɡán
àdó|àdó
àdùké|àdùké
àdùkẹ́|àdùkɛ́
àdùnní|àdùnní
àdúgbò|àdúɡ͡bò
àdúrà|àdúrà
àdúrà’|àdúrà’
àdúrótì|àdúrótì
àdẹ́dọ̀|àdɛ́dɔ̀
àfarawé|àfarawé
àfi|àfi
àfihàn|àfihàn
àfikún|àfikún
àfin|àfĩ
àfinásun|àfĩásũ
àfipáṣe|àfik͡páʃe
àfiwé|àfiwé
àfiyèsí|àfijèsí
àfi’ìgbà|àfi’ìɡ͡bà
àfojúdi|àfod͡ʒúdi
àfojúsùn|àfod͡ʒúsùn
àfonífojì|àfonífod͡ʒì
àforíjì|àforíd͡ʒì
àfàìmọ̀|àfàìmɔ̀
àfá|àfá
àfín|àfín
àfẹ̀mọ́júmọ́|àfɛ̀mɔ́d͡ʒúmɔ́
àfẹ́jù|àfɛ́d͡ʒù
àfẹ́rí|àfɛ́rí
àfẹ́sọ́nà|àfɛ́sɔ́nà
àfọwọ́gbá|àfɔwɔ́ɡ͡bá
àfọ̀mọ́|àfɔ̀mɔ́
àfọ̀ṣẹ|àfɔ̀ʃɛ
àf’ìgbà|àf’ìɡ͡bà
àga|àɡa
àgbantara|àɡ͡bantara
àgbo|àɡ͡bo
àgbà|àɡ͡bà
àgbàdo|àɡ͡bàdo
àgbàgbà|àɡ͡bàɡ͡bà
àgbàlagbà|àɡ͡bàlaɡ͡bà
àgbàlá|àɡ͡bàlá
àgbàrá|àɡ͡bàrá
àgbàtọ́jú|àɡ͡bàtɔ́d͡ʒú
àgbàwọ̀|àɡ͡bàwɔ̀
àgbàyanu|àɡ͡bàjanu
àgbá|àɡ͡bá
àgbájọ|àɡ͡bád͡ʒɔ
àgbálùmọ́|àɡ͡bálùmɔ́
àgbáyé|àɡ͡bájé
àgbáńlá|àɡ͡báńlá
àgbègbè|àɡ͡bèɡ͡bè
àgbèrè|àɡ͡bèrè
àgbébọ̀|àɡ͡bébɔ̀
àgbékalè|àɡ͡békalè
àgbékalẹ̀|àɡ͡békalɛ̀
àgbékà|àɡ͡békà
àgbélébùú|àɡ͡bélébùú
àgbélébú|àɡ͡bélébú
àgbéléwo|àɡ͡béléwo
àgbéléwò|àɡ͡béléwò
àgbéléwọ̀|àɡ͡béléwɔ̀
àgbò|àɡ͡bò
àgbònrín|àɡ͡bònrín
àgbẹ̀|àɡ͡bɛ̀
àgbọn|àɡ͡bɔ̃
àgbọye|àɡ͡bɔje
àgbọ̀n|àɡ͡bɔ̀n
àgbọ̀nrín|àɡ͡bɔ̀nrín
àgbọ́yé|àɡ͡bɔ́jé
àgàbàgebè|àɡàbàɡebè
àgàn|àɡàn
àgádàgodo|àɡádàɡodo
àgékù|àɡékù
àgò|àɡò
àgòrò|àɡòrò
àgùnbánirọ̀|àɡùnbánirɔ̀
àgùntàn|àɡùntàn
àgùntàn’|àɡùntàn’
àgùtàn|àɡùtàn
àgẹ̀ẹ̀rẹ̀|àɡɛ̀ɛ̀rɛ̀
àgọ́|àɡɔ́
àhesọ|àhesɔ
àhámọ́|àhámɔ́
àjà|àd͡ʒà
àjàgà|àd͡ʒàɡà
àjàká|àd͡ʒàká
àjàkálẹ̀|àd͡ʒàkálɛ̀
àjàlá|àd͡ʒàlá
àjànàkú|àd͡ʒànàkú
àjàrà|àd͡ʒàrà
àjàsín|àd͡ʒàsín
àjàṣẹ́|àd͡ʒàʃɛ́
àjá|àd͡ʒá
àjáh|àd͡ʒáh
àjálù|àd͡ʒálù
àjárá|àd͡ʒárá
àjásin|àd͡ʒásĩ
àjèjì|àd͡ʒèd͡ʒì
àjíǹde|àd͡ʒíǹde
àjò|àd͡ʒò
àjòjì|àd͡ʒòd͡ʒì
àjóòkú|àd͡ʒóòkú
àjùmọ̀jogún|àd͡ʒùmɔ̀d͡ʒoɡún
àjẹgbádùn|àd͡ʒɛɡ͡bádùn
àjẹjù|àd͡ʒɛd͡ʒù
àjẹkì|àd͡ʒɛkì
àjẹkù|àd͡ʒɛkù
àjẹtì|àd͡ʒɛtì
àjẹtẹ́rùn|àd͡ʒɛtɛ́rùn
àjẹyó|àd͡ʒɛjó
àjẹ́|àd͡ʒɛ́
àjọ|àd͡ʒɔ
àjọpín|àd͡ʒɔk͡pín
àjọyọ̀|àd͡ʒɔjɔ̀
àjọ̀dún|àd͡ʒɔ̀dún
àkekèé|àkekèé
àkotọ́|àkotɔ́
àkàlàmàgbò|àkàlàmàɡ͡bò
àkànbí|àkànbí
àkàndé|àkàndé
àkàndùn|àkàndùn
àkànmú|àkànmú
àkànṣe|àkànʃe
àkàrà|àkàrà
àkàsọ̀|àkàsɔ̀
àkàwé|àkàwé
àkàyìmọye|àkàjìmɔje
àkàìmọye|àkàìmɔje
àká|àká
àkèré|àkèré
àkéekèe|àkéekèe
àkéte|àkéte
àkìmọ́lẹ̀|àkìmɔ́lɛ̀
àkìtàn|àkìtàn
àkísà|àkísà
àkíyesí|àkíjesí
àkíyèsí|àkíjèsí
àkòrí|àkòrí
àkóbọ̀|àkóbɔ̀
àkójá|àkód͡ʒá
àkójọ|àkód͡ʒɔ
àkójọpọ̀|àkód͡ʒɔk͡pɔ̀
àkókò|àkókò
àkókó|àkókó
àkópọ̀|àkók͡pɔ̀
àkóso|àkóso
àkótán|àkótán
àkùkọ|àkùkɔ
àkúnwọ́sílẹ̀|àkúnwɔ́sílɛ̀
àkúrẹ́|àkúrɛ́
àkẹ̀sán|àkɛ̀sán
àkọlé|àkɔlé
àkọsílẹ̀|àkɔsílɛ̀
àkọtọ́|àkɔtɔ́
àkọ̀|àkɔ̀
àkọ́|àkɔ́
àkọ́bí|àkɔ́bí
àkọ́kọ́|àkɔ́kɔ́
àkọ́pò|àkɔ́k͡pò
àkọ́rọ̀|àkɔ́rɔ̀
àkọ́so|àkɔ́so
àlejò|àled͡ʒò
àlejòo|àled͡ʒòo
àlà|àlà
àlàfo|àlàfo
àlàhájì|àlàhád͡ʒì
àlàkalẹ̀|àlàkalɛ̀
àlàyé|àlàjé
àlàáfíà|àlàáfíà
àlá|àlá
àláfíà|àláfíà
àlákála|àlákála
àlááfíà|àlááfíà
àlè|àlè
àlébù|àlébù
àléfà|àléfà
àlìkámà|àlìkámà
àlùbáríkà|àlùbáríkà
àlùbọ́sà|àlùbɔ́sà
àlùfá|àlùfá
àlùfáà|àlùfáà
àlùjó|àlùd͡ʒó
àlùkò|àlùkò
àlúpàyídà|àlúk͡pàjídà
àl̀àkẹ́|àl̀àkɛ́
àlọ|àlɔ
àlọ́|àlɔ́
àmi|àmi
àmin|àmĩ
àmupara|àmuk͡para
àmuparaolúwa|àmuk͡paraolúwa
àmuyó|àmujó
àmàlà|àmàlà
àmì|àmì
àmìpọ̀|àmìk͡pɔ̀
àmídà|àmídà
àmín|àmín
àmínátù|àmínátù
àmín’|àmín’
àmójúkúrò|àmód͡ʒúkúrò
àmù|àmù
àmùrè|àmùrè
àmúga|àmúɡa
àmúlò|àmúlò
àmúrelé|àmúrelé
àmútọ̀runwá|àmútɔ̀rũwá
àmúyẹ|àmújɛ
àmúṣẹ|àmúʃɛ
àmọlé|àmɔlé
àmọ̀jù|àmɔ̀d͡ʒù
àmọ̀pé|àmɔ̀k͡pé
àmọ̀tẹ́kùn|àmɔ̀tɛ́kùn
àmọ́|àmɔ́
àmọ́dù|àmɔ́dù
àmọ́dún|àmɔ́dún
àna|àna
ànà|ànà
àná|àná
àní|àní
ànító|ànító
àníyàn|àníjàn
àníṣẹ́kù|àníʃɛ́kù
ànọ́bi|ànɔ́bi
àpadàsáburú|àk͡padàsáburú
àpamọ́wọ́|àk͡pamɔ́wɔ́
àpapọ̀|àk͡pak͡pɔ̀
àpilẹ̀kọ|àk͡pilɛ̀kɔ
àpinlẹ̀kọ|àk͡pĩlɛ̀kɔ
àpo|àk͡po
àpá|àk͡pá
àpápá|àk͡pák͡pá
àpáta|àk͡páta
àpáàdì|àk͡páàdì
àpèjúwe|àk͡pèd͡ʒúwe
àpèjẹ|àk͡pèd͡ʒɛ
àpèjọ|àk͡pèd͡ʒɔ
àpèlé|àk͡pèlé
àpéjọ|àk͡péd͡ʒɔ
àpéjọpọ̀|àk͡péd͡ʒɔk͡pɔ̀
àpékẹ́|àk͡pékɛ́
àpò|àk͡pò
àpótí|àk͡pótí
àpẹ̀ẹ̀rẹ̀|àk͡pɛ̀ɛ̀rɛ̀
àpẹẹrẹ|àk͡pɛɛrɛ
àpọ̀|àk͡pɔ̀
àpọ́n|àk͡pɔ́n
àpọ́nlé|àk͡pɔ́nlé
àra|àra
àrankàn|àrankàn
àre|àre
àrun|àrũ
àrà|àrà
àràbà|àràbà
àràfá|àràfá
àrànmọ́|àrànmɔ́
àràádọ́ta|àràádɔ́ta
àràárọ̀|àràárɔ̀
àrá|àrá
àrè|àrè
àrèó|àrèó
àrékérekè|àrékérekè
àríkẹ́|àríkɛ́
àríkẹ́adé|àríkɛ́adé
àríwá|àríwá
àríyànjiyàn|àríjànd͡ʒijàn
àríyá|àríjá
àrò|àrò
àròsọ|àròsɔ
àròyé|àròjé
àródan|àródan
àrólé|àrólé
àrósọ|àrósɔ
àrùndínlọ́gọ́rin|àrùndínlɔ́ɡɔ́rĩ
àrẹ|àrɛ
àrẹ̀mú|àrɛ̀mú
àrẹ̀mọ|àrɛ̀mɔ
àrọ̀|àrɔ̀
àrọ̀kúrò|àrɔ̀kúrò
àrọ́júṣe|àrɔ́d͡ʒúʃe
àrọ́ko|àrɔ́ko
àrọ́mọdọ́mọ|àrɔ́mɔdɔ́mɔ
àrọ́wọ́tó|àrɔ́wɔ́tó
àsogbó|àsoɡ͡bó
àsàwọ́|àsàwɔ́
àsálà|àsálà
àsápájúdé|àsák͡pád͡ʒúdé
àsáró|àsáró
àsáwọ̀|àsáwɔ̀
àsè|àsè
àsìkò|àsìkò
àsígbè|àsíɡ͡bè
àsíá|àsíá
àsọtẹ́lẹ̀|àsɔtɛ́lɛ̀
àsọyé|àsɔjé
àtabo|àtabo
àtakò|àtakò
àtakọ|àtakɔ
àti|àti
àtijó|àtid͡ʒó
àtijọ́|àtid͡ʒɔ́
àtilà|àtilà
àtilọ|àtilɔ
àtinúwá|àtĩúwá
àtiwọ|àtiwɔ
àtiyọ|àtijɔ
àtubọ̀tán|àtubɔ̀tán
àtàrí|àtàrí
àtàtà|àtàtà
àtàǹpàkò|àtàǹk͡pàkò
àtètèkọ́|àtètèkɔ́
àtètèkọ́ṣe|àtètèkɔ́ʃe
àtìgbàdégbà|àtìɡ͡bàdéɡ͡bà
àtìlẹ́yìn|àtìlɛ́jìn
àtìpó|àtìk͡pó
àtíbàbà|àtíbàbà
àtíbàbá|àtíbàbá
àtíkè|àtíkè
àtòrì|àtòrì
àtùpà|àtùk͡pà
àtúnbí|àtúnbí
àtúnkọ́|àtúnkɔ́
àtúnwí|àtúnwí
àtúnṣe|àtúnʃe
àtẹ|àtɛ
àtẹjúmọ́|àtɛd͡ʒúmɔ́
àtẹ̀gùn|àtɛ̀ɡùn
àtẹ̀jíṣẹ́|àtɛ̀d͡ʒíʃɛ́
àtẹ̀lé|àtɛ̀lé
àtẹ̀wọ|àtɛ̀wɔ
àtẹ̀yìnwá|àtɛ̀jìnwá
àtẹ́|àtɛ́
àtẹ́lẹsẹ̀|àtɛ́lɛsɛ̀
àtẹ́lẹwọ́|àtɛ́lɛwɔ́
àtẹ́rígbà|àtɛ́ríɡ͡bà
àtọkànwá|àtɔkànwá
àtọwọ́dọ́wọ́|àtɔwɔ́dɔ́wɔ́
àtọ̀húnrìnwá|àtɔ̀húnrìnwá
àtọ̀runwá|àtɔ̀rũwá
àt’àná|àt’àná
àt’ẹ̀kọ|àt’ɛ̀kɔ
àt’ẹ̀wà|àt’ɛ̀wà
àwa|àwa
àwo|àwo
àwokòtò|àwokòtò
àwon|àwon
àwopọ̀kọ́|àwok͡pɔ̀kɔ́
àwopọ̀kọ́”|àwok͡pɔ̀kɔ́”
àwàdà|àwàdà
