ሀ|hə
ስፋፋ|sɨfafa
ስፌት|sɨfet
ስፍራ|sɨfɨra
ስፍራው|sɨfɨraw
ስፍራዎች|sɨfɨrawot͡ʃ
ስፍር|sɨfɨr
ስፍሯል|sɨfɨrʷal
ስፐርስ|sɨpərɨs
ስፒድ|sɨpid
ስፓ|sɨpa
ስፓርታክ|sɨparɨtak
ስፔስ|sɨpes
ስፔሻሊ|sɨpeʃali
ስፔሻሊስቶች|sɨpeʃalisɨtot͡ʃ
ስፔኑ|sɨpenu
ስፔናዊ|sɨpenawi
ስፔን|sɨpen
ስፖ|sɨpo
ስፖር|sɨpor
ስፖርተኞች|sɨporɨtəɲot͡ʃ
ስፖርቱ|sɨporɨtu
ስፖርታችን|sɨporɨtat͡ʃɨn
ስፖርታዊ|sɨporɨtawi
ስፖርት|sɨporɨt
ስፖንሰር|sɨponɨsər
ስፖንሰርሺፕ|sɨponɨsərɨʃip
ሶ|so
ሶሊኒ|solini
ሶሊዳሪቲ|solidariti
ሶሌ|sole
ሶማሊያ|somalija
ሶማሊያዊ|somalijawi
ሶማሊያው|somalijaw
ሶማሊያውያን|somalijawɨjan
ሶማሌ|somale
ሶማሌላንድ|somalelanɨd
ሶማሌያ|somaleja
ሶማልያ|somalɨja
ሶሪያ|sorija
ሶርያ|sorɨja
ሶሮ|soro
ሶሲዮ|sosijo
ሶስ|sos
ሶስተኛ|sosɨtəɲa
ሶስተኛነት|sosɨtəɲanət
ሶስተኛው|sosɨtəɲaw
ሶስቱ|sosɨtu
ሶስት|sosɨt
ሶስትቱ|sosɨtɨtu
ሶሻሊ|soʃali
ሶሻሊስት|soʃalisɨt
ሶቪየት|sovijət
ሶቹ|sot͡ʃu
ሶች|sot͡ʃ
ሶከር|sokər
ሶደሬ|sodəre
ሶዲህፓ|sodihɨpa
ሶዳ|soda
ሶዶ|sodo
ሶፊያ|sofija
ሶፋ|sofa
ሶፍት|sofɨt
ሶፍትዌር|sofɨtɨwer
ሶፍያ|sofɨja
ሶፎንያስ|sofonɨjas
ሷ|sʷa
ሷል|sʷal
ሷቸው|sʷat͡ʃəw
ሷን|sʷan
ሸ|ʃə
ሸለመ|ʃələmə
ሸለም|ʃələm
ሸለሟቸው|ʃələmʷat͡ʃəw
ሸለቆ|ʃələkʼo
ሸልመዋል|ʃəlɨməwal
ሸልመው|ʃəlɨməw
ሸመታ|ʃəməta
ሸማቹ|ʃəmat͡ʃu
ሸምገል|ʃəmɨɡəl
ሸምጋይ|ʃəmɨɡaj
ሸምጋዮቹ|ʃəmɨɡajot͡ʃu
ሸሪክ|ʃərik
ሸሪፎ|ʃərifo
ሸራ|ʃəra
ሸራሮ|ʃəraro
ሸራተት|ʃəratət
ሸራተን|ʃəratən
ሸር|ʃər
ሸርተቴ|ʃərɨtəte
ሸሸ|ʃəʃə
ሸሸቢት|ʃəʃəbit
ሸሸጉ|ʃəʃəɡu
ሸሹ|ʃəʃu
ሸሽ|ʃəʃ
ሸሽተው|ʃəʃɨtəw
ሸሽቶ|ʃəʃɨto
ሸሽገ|ʃəʃɨɡə
ሸቀጣ|ʃəkʼətʼa
ሸቀጥ|ʃəkʼətʼ
ሸቀጦ|ʃəkʼətʼo
ሸቀጦች|ʃəkʼətʼot͡ʃ
ሸበረ|ʃəbərə
ሸበሪ|ʃəbəri
ሸበር|ʃəbər
ሸተተ|ʃətətə
ሸት|ʃət
ሸነቆረ|ʃənəkʼorə
ሸነቆራ|ʃənəkʼora
ሸነፉ|ʃənəfu
ሸነፍ|ʃənəf
ሸን|ʃən
ሸንሻ|ʃənɨʃa
ሸንሽኖ|ʃənɨʃɨno
ሸንበቆ|ʃənɨbəkʼo
ሸንኮራ|ʃənɨkora
ሸንጐ|ʃənɨɡʷe
ሸንፍ|ʃənɨf
ሸኘ|ʃəɲə
ሸኙ|ʃəɲu
ሸኙት|ʃəɲut
ሸኚ|ʃəɲi
ሸኛቸው|ʃəɲat͡ʃəw
ሸኝ|ʃəɲ
ሸኝተ|ʃəɲɨtə
ሸኝተው|ʃəɲɨtəw
ሸኝቷ|ʃəɲɨtʷa
ሸካ|ʃəka
ሸካራ|ʃəkara
ሸክላ|ʃəkɨla
ሸክሙ|ʃəkɨmu
ሸዊት|ʃəwit
ሸዋ|ʃəwa
ሸዋሮቢት|ʃəwarobit
ሸውደው|ʃəwɨdəw
ሸጋገሩ|ʃəɡaɡəru
ሸጋገር|ʃəɡaɡər
ሸጋግሩ|ʃəɡaɡɨru
ሸጐሌ|ʃəɡʷele
ሸጠ|ʃətʼə
ሸጠው|ʃətʼəw
ሸጡ|ʃətʼu
ሸጡት|ʃətʼut
ሸጣ|ʃətʼa
ሸጥ|ʃətʼ
ሸጦ|ʃətʼo
ሸፈተ|ʃəfətə
ሸፈት|ʃəfət
ሸፈነ|ʃəfənə
ሸፈነው|ʃəfənəw
ሸፈን|ʃəfən
ሸፍ|ʃəf
ሸፍነው|ʃəfɨnəw
ሸፍን|ʃəfɨn
ሹ|ʃu
ሹመቱ|ʃumətu
ሹመታቸው|ʃumətat͡ʃəw
ሹመት|ʃumət
ሹመኞች|ʃuməɲot͡ʃ
ሹሙ|ʃumu
ሹማ|ʃuma
ሹማምን|ʃumamɨn
ሹማምንት|ʃumamɨnɨt
ሹም|ʃum
ሹሞች|ʃumot͡ʃ
ሹት|ʃut
ሹን|ʃun
ሹካ|ʃuka
ሹክሹክታ|ʃukɨʃukɨta
ሹፌሮ|ʃufero
ሹፌሮች|ʃuferot͡ʃ
ሺ|ʃi
ሺህ|ʃih
ሺራ|ʃira
ሺን|ʃin
ሺዎች|ʃiwot͡ʃ
ሺያ|ʃija
ሺፕ|ʃip
ሻ|ʃa
ሻለሁ|ʃaləhu
ሻለቃ|ʃaləkʼa
ሻለቃው|ʃaləkʼaw
ሻለች|ʃalət͡ʃ
ሻለን|ʃalən
ሻሉ|ʃalu
ሻል|ʃal
ሻሙ|ʃamu
ሻምበል|ʃamɨbəl
ሻምፒ|ʃamɨpi
ሻምፒዮ|ʃamɨpijo
ሻምፒዮና|ʃamɨpijona
ሻምፒዮናው|ʃamɨpijonaw
ሻምፒዮን|ʃamɨpijon
ሻምፓኙ|ʃamɨpaɲu
ሻሩ|ʃaru
ሻሩት|ʃarut
ሻር|ʃar
ሻሸመኔ|ʃaʃəməne
ሻሻለ|ʃaʃalə
ሻሻሉ|ʃaʃalu
ሻሻል|ʃaʃal
ሻሽለው|ʃaʃɨləw
ሻሽል|ʃaʃɨl
ሻቅብ|ʃakʼɨb
ሻቢያ|ʃabija
ሻቸው|ʃat͡ʃəw
ሻንቆ|ʃanɨkʼo
ሻንጣ|ʃanɨtʼa
ሻእቢያ|ʃaɨbija
ሻእብያ|ʃaɨbɨja
ሻው|ʃaw
ሻይ|ʃaj
ሻዲያ|ʃadija
ሻገሩ|ʃaɡəru
ሻገር|ʃaɡər
ሻጥር|ʃatʼɨr
ሻጭ|ʃat͡ʃʼ
ሻጮች|ʃat͡ʃʼot͡ʃ
ሼ|ʃe
ሼሁ|ʃehu
ሼህ|ʃeh
ሼል|ʃel
ሼራተን|ʃeratən
ሼር|ʃer
ሼክ|ʃek
ሼኮች|ʃekot͡ʃ
ሼፊልድ|ʃefilɨd
ሽ|ʃ
ሽላሎ|ʃɨlalo
ሽልማቱ|ʃɨlɨmatu
ሽልማት|ʃɨlɨmat
ሽሙጡ|ʃɨmutʼu
ሽሙጥ|ʃɨmutʼ
ሽሚያ|ʃɨmija
ሽማግሌ|ʃɨmaɡɨle
ሽማግሌዎች|ʃɨmaɡɨlewot͡ʃ
ሽም|ʃɨm
ሽምቅ|ʃɨmɨkʼ
ሽምግልና|ʃɨmɨɡɨlɨna
ሽምግልናው|ʃɨmɨɡɨlɨnaw
ሽረት|ʃɨrət
ሽረው|ʃɨrəw
ሽሪፍ|ʃɨrif
ሽራሮ|ʃɨraro
ሽሬ|ʃɨre
ሽር|ʃɨr
ሽርክና|ʃɨrɨkɨna
ሽሮ|ʃɨro
ሽሽት|ʃɨʃɨt
ሽቅብ|ʃɨkʼɨb
ሽቆለቆለ|ʃɨkʼoləkʼolə
ሽባ|ʃɨba
ሽብር|ʃɨbɨr
ሽብርተኝነት|ʃɨbɨrɨtəɲɨnət
ሽብርተኞች|ʃɨbɨrɨtəɲot͡ʃ
ሽቶ|ʃɨto
ሽኑ|ʃɨnu
ሽን|ʃɨn
ሽንጣ|ʃɨnɨtʼa
ሽንፈቱ|ʃɨnɨfətu
ሽንፈት|ʃɨnɨfət
ሽኝ|ʃɨɲ
ሽኩቻ|ʃɨkut͡ʃa
ሽክረ|ʃɨkɨrə
ሽኮኮ|ʃɨkoko
ሽዊትዝ|ʃɨwitɨz
ሽው|ʃɨw
ሽውን|ʃɨwɨn
ሽያጩ|ʃɨjat͡ʃʼu
ሽያጭ|ʃɨjat͡ʃʼ
ሽያጮች|ʃɨjat͡ʃʼot͡ʃ
ሽጉጡ|ʃɨɡutʼu
ሽግሽግ|ʃɨɡɨʃɨɡ
ሽግግሩ|ʃɨɡɨɡɨru
ሽግግር|ʃɨɡɨɡɨr
ሽፋን|ʃɨfan
ሽፍቶች|ʃɨfɨtot͡ʃ
ሾ|ʃo
ሾላ|ʃola
ሾልኩ|ʃolɨku
ሾመ|ʃomə
ሾሙ|ʃomu
ሾማ|ʃoma
ሾም|ʃom
ሾሩ|ʃoru
ሾቹ|ʃot͡ʃu
ሾች|ʃot͡ʃ
ሾፌሩ|ʃoferu
ሾፌር|ʃofer
ሾፌሮች|ʃoferot͡ʃ
ሿ|ʃwa
ቀ|kʼə
ቀለ|kʼələ
ቀለማት|kʼələmat
ቀለም|kʼələm
ቀለሞች|kʼələmot͡ʃ
ቀለበት|kʼələbət
ቀለብ|kʼələb
ቀሉ|kʼəlu
ቀላ|kʼəla
ቀላሉ|kʼəlalu
ቀላል|kʼəlal
ቀላቀሉ|kʼəlakʼəlu
ቀላቀል|kʼəlakʼəl
ቀላቅሎ|kʼəlakʼɨlo
ቀላፋ|kʼəlafa
ቀል|kʼəl
ቀልብ|kʼəlɨb
ቀልድ|kʼəlɨd
ቀልጣፋ|kʼəlɨtʼafa
ቀመሱ|kʼəməsu
ቀመጠው|kʼəmətʼəw
ቀመጡ|kʼəmətʼu
ቀመጥ|kʼəmətʼ
ቀሙ|kʼəmu
ቀሚ|kʼəmi
ቀሚሳቸው|kʼəmisat͡ʃəw
ቀማ|kʼəma
ቀም|kʼəm
ቀምስ|kʼəmɨs
ቀምጠው|kʼəmɨtʼəw
ቀረ|kʼərə
ቀረሁ|kʼərəhu
ቀረበ|kʼərəbə
ቀረበላቸው|kʼərəbəlat͡ʃəw
ቀረበበት|kʼərəbəbət
ቀረበባቸው|kʼərəbəbat͡ʃəw
ቀረበው|kʼərəbəw
ቀረቡ|kʼərəbu
ቀረቡለት|kʼərəbulət
ቀረቡት|kʼərəbut
ቀረባቸው|kʼərəbat͡ʃəw
ቀረቤታ|kʼərəbeta
ቀረብን|kʼərəbɨn
ቀረች|kʼərət͡ʃ
ቀረው|kʼərəw
ቀረጥ|kʼərətʼ
ቀረጸ|kʼərət͡sʼə
ቀረጹ|kʼərət͡sʼu
ቀረጻ|kʼərət͡sʼa
ቀረጽ|kʼərət͡sʼ
ቀረፍ|kʼərəf
ቀሩ|kʼəru
ቀሩት|kʼərut
ቀሪ|kʼəri
ቀሪው|kʼəriw
ቀሪዎቹ|kʼəriwot͡ʃu
ቀሪዎች|kʼəriwot͡ʃ
ቀራ|kʼəra
ቀራት|kʼərat
ቀራጺ|kʼərat͡sʼi
ቀር|kʼər
ቀርበዋል|kʼərɨbəwal
ቀርበው|kʼərɨbəw
ቀርቡ|kʼərɨbu
ቀርባቸው|kʼərɨbat͡ʃəw
ቀርብ|kʼərɨb
ቀርብም|kʼərɨbɨm
ቀርቦ|kʼərɨbo
ቀርቧል|kʼərɨbʷal
ቀርተው|kʼərɨtəw
ቀርቶ|kʼərɨto
ቀርጹ|kʼərɨt͡sʼu
ቀሰረ|kʼəsərə
ቀሰሩ|kʼəsəru
ቀሰቀሰ|kʼəsəkʼəsə
ቀሰቀስ|kʼəsəkʼəs
ቀሰቅሱ|kʼəsəkʼɨsu
ቀሳሉ|kʼəsalu
ቀሳቀሰች|kʼəsakʼəsət͡ʃ
ቀሳቀሰው|kʼəsakʼəsəw
ቀሳውስት|kʼəsawɨsɨt
ቀስ|kʼəs
ቀስቃሾቹ|kʼəsɨkʼaʃot͡ʃu
ቀስቅ|kʼəsɨkʼ
ቀስበቀስ|kʼəsɨbəkʼəs
ቀስተ|kʼəsɨtə
ቀስት|kʼəsɨt
ቀበለው|kʼəbələw
ቀበላቸው|kʼəbəlat͡ʃəw
ቀበሌ|kʼəbəle
ቀበሌው|kʼəbəlew
ቀበሌዎች|kʼəbəlewot͡ʃ
ቀበል|kʼəbəl
ቀበሏቸው|kʼəbəlʷat͡ʃəw
ቀበሩ|kʼəbəru
ቀበር|kʼəbər
ቀበሮ|kʼəbəro
ቀበቶ|kʼəbəto
ቀበኞች|kʼəbəɲot͡ʃ
ቀቡ|kʼəbu
ቀብሩ|kʼəbɨru
ቀብራቸው|kʼəbɨrat͡ʃəw
ቀብር|kʼəbɨr
ቀብሮ|kʼəbɨro
ቀነሰ|kʼənəsə
ቀነሰው|kʼənəsəw
ቀነሱ|kʼənəsu
ቀነኔ|kʼənəne
ቀኑ|kʼənu
ቀና|kʼəna
ቀናል|kʼənal
ቀናት|kʼənat
ቀናቸው|kʼənat͡ʃəw
ቀናኢ|kʼənai
ቀናው|kʼənaw
ቀናጅ|kʼənad͡ʒ
ቀን|kʼən
ቀንስ|kʼənɨs
ቀንሶ|kʼənɨso
ቀንቶ|kʼənɨto
ቀንደ|kʼənɨdə
ቀንዱ|kʼənɨdu
ቀንድ|kʼənɨd
ቀኖቹ|kʼənot͡ʃu
ቀኖና|kʼənona
ቀኛዝማች|kʼəɲazɨmat͡ʃ
ቀኜን|kʼəɲen
ቀኝ|kʼəɲ
ቀኝም|kʼəɲɨm
ቀዋል|kʼəwal
ቀው|kʼəw
ቀውም|kʼəwɨm
ቀውሱ|kʼəwɨsu
ቀውስ|kʼəwɨs
ቀውሶች|kʼəwɨsot͡ʃ
ቀዝቀዝ|kʼəzɨkʼəz
ቀዝቃዛው|kʼəzɨkʼazaw
ቀየረ|kʼəjərə
ቀየሩ|kʼəjəru
ቀየሰ|kʼəjəsə
ቀዩ|kʼəju
ቀያ|kʼəja
ቀያቸው|kʼəjat͡ʃəw
ቀያየሩት|kʼəjajərut
ቀዬ|kʼəje
ቀይ|kʼəj
ቀይም|kʼəjɨm
ቀይራ|kʼəjɨra
ቀይር|kʼəjɨr
ቀይሮ|kʼəjɨro
ቀይሱ|kʼəjɨsu
ቀደመ|kʼədəmə
ቀደመው|kʼədəməw
ቀደሙ|kʼədəmu
ቀደም|kʼədəm
ቀደምት|kʼədəmɨt
ቀደምትነት|kʼədəmɨtɨnət
ቀደሞቹ|kʼədəmot͡ʃu
ቀደደ|kʼədədə
ቀዱ|kʼədu
ቀዳ|kʼəda
ቀዳሚ|kʼədami
ቀዳሚው|kʼədamiw
ቀዳማዊ|kʼədamawi
ቀዳዳ|kʼədada
ቀድመው|kʼədɨməw
ቀድማ|kʼədɨma
ቀድሞ|kʼədɨmo
ቀድሞው|kʼədɨmow
ቀድሞውኑ|kʼədɨmowɨnu
ቀድሞዎቹ|kʼədɨmowot͡ʃu
ቀዶ|kʼədo
ቀጠለ|kʼətʼələ
ቀጠሉ|kʼətʼəlu
ቀጠል|kʼətʼəl
ቀጠረ|kʼətʼərə
ቀጠራቸው|kʼətʼərat͡ʃəw
ቀጠሮ|kʼətʼəro
ቀጠቀጡ|kʼətʼəkʼətʼu
ቀጠና|kʼətʼəna
ቀጠናው|kʼətʼənaw
ቀጡ|kʼətʼu
ቀጣ|kʼətʼa
ቀጣና|kʼətʼana
ቀጣይ|kʼətʼaj
ቀጣይነት|kʼətʼajɨnət
ቀጥ|kʼətʼ
ቀጥለው|kʼətʼɨləw
ቀጥሉ|kʼətʼɨlu
ቀጥል|kʼətʼɨl
ቀጥሎ|kʼətʼɨlo
ቀጥተኛ|kʼətʼɨtəɲa
ቀጥታ|kʼətʼɨta
ቀጥቶ|kʼətʼɨto
ቀጪ|kʼət͡ʃʼi
ቀጫጫ|kʼət͡ʃʼat͡ʃʼa
ቀጭ|kʼət͡ʃʼ
ቀጭን|kʼət͡ʃʼɨn
ቁ|kʼu
ቁልቁለት|kʼulɨkʼulət
ቁልቁል|kʼulɨkʼul
ቁልቢ|kʼulɨbi
ቁልፉ|kʼulɨfu
ቁልፍ|kʼulɨf
ቁመቱ|kʼumətu
ቁመት|kʼumət
ቁመና|kʼuməna
ቁሙ|kʼumu
ቁም|kʼum
ቁምጣ|kʼumɨtʼa
ቁረይሾች|kʼurəjɨʃot͡ʃ
ቁረጥ|kʼurətʼ
ቁራ|kʼura
ቁራጭ|kʼurat͡ʃʼ
ቁር|kʼur
ቁርስ|kʼurɨs
ቁርሾ|kʼurɨʃo
ቁርቁ|kʼurɨkʼu
ቁርባን|kʼurɨban
ቁርኝት|kʼurɨɲɨt
ቁርአን|kʼurɨən
ቁርጡ|kʼurɨtʼu
ቁርጥ|kʼurɨtʼ
ቁሳቁ|kʼusakʼu
ቁሳቁስ|kʼusakʼus
ቁሳቁሶች|kʼusakʼusot͡ʃ
ቁስለኛ|kʼusɨləɲa
ቁስለኞች|kʼusɨləɲot͡ʃ
ቁስሉ|kʼusɨlu
ቁስላቸው|kʼusɨlat͡ʃəw
ቁስላችን|kʼusɨlat͡ʃɨn
ቁስል|kʼusɨl
ቁባ|kʼuba
ቁት|kʼut
ቁኒቶ|kʼunito
ቁና|kʼuna
ቁን|kʼun
ቁንጅና|kʼunɨd͡ʒɨna
ቁንጮ|kʼunɨt͡ʃʼo
ቁኤት|kʼuet
ቁጠባ|kʼutʼəba
ቁጣ|kʼutʼa
ቁጣቸው|kʼutʼat͡ʃəw
ቁጣው|kʼutʼaw
ቁጥሩ|kʼutʼɨru
ቁጥራቸው|kʼutʼɨrat͡ʃəw
ቁጥር|kʼutʼɨr
ቁጥሮች|kʼutʼɨrot͡ʃ
ቁጥጥ|kʼutʼɨtʼ
ቁጥጥሩ|kʼutʼɨtʼɨru
ቁጥጥር|kʼutʼɨtʼɨr
ቁጫ|kʼut͡ʃʼa
ቁጫጭ|kʼut͡ʃʼat͡ʃʼ
ቁጭ|kʼut͡ʃʼ
ቁጭት|kʼut͡ʃʼɨt
ቂ|kʼi
ቂም|kʼim
ቂርቆስ|kʼirɨkʼos
ቂው|kʼiw
ቂያ|kʼija
ቃ|kʼa
ቃለ|kʼalə
ቃለል|kʼaləl
ቃለች|kʼalət͡ʃ
ቃለን|kʼalən
ቃሉ|kʼalu
ቃላ|kʼala
ቃላት|kʼalat
ቃላቸው|kʼalat͡ʃəw
ቃል|kʼal
ቃሎች|kʼalot͡ʃ
ቃረብ|kʼarəb
ቃረን|kʼarən
ቃሪያ|kʼarija
ቃሲም|kʼasim
ቃቅ|kʼakʼ
ቃቸው|kʼat͡ʃəw
ቃችን|kʼat͡ʃɨn
ቃና|kʼana
ቃኘው|kʼaɲəw
ቃኝ|kʼaɲ
ቃወ|kʼawə
ቃወሙ|kʼawəmu
ቃወም|kʼawəm
ቃወስ|kʼawəs
ቃው|kʼaw
ቃዡ|kʼaʒu
ቃዣ|kʼaʒa
ቃድር|kʼadɨr
ቃጠለ|kʼatʼələ
ቃጣው|kʼatʼaw
ቄ|kʼe
ቄስ|kʼes
ቄሶች|kʼesot͡ʃ
ቅ|kʼ
ቅሉ|kʼɨlu
ቅሌት|kʼɨlet
ቅልቅል|kʼɨlɨkʼɨl
ቅሚያ|kʼɨmija
ቅም|kʼɨm
ቅሞ|kʼɨmo
ቅሪት|kʼɨrit
ቅራኔ|kʼɨrane
ቅሬተ|kʼɨretə
ቅሬታ|kʼɨreta
ቅርሱ|kʼɨrɨsu
ቅርስ|kʼɨrɨs
ቅርሶቻችን|kʼɨrɨsot͡ʃat͡ʃɨn
ቅርሶች|kʼɨrɨsot͡ʃ
ቅርበ|kʼɨrɨbə
ቅርበት|kʼɨrɨbət
ቅርቡ|kʼɨrɨbu
ቅርብ|kʼɨrɨb
ቅርንጫፉ|kʼɨrɨnɨt͡ʃʼafu
ቅርንጫፍ|kʼɨrɨnɨt͡ʃʼaf
ቅርንጫፎ|kʼɨrɨnɨt͡ʃʼafo
ቅርንጫፎች|kʼɨrɨnɨt͡ʃʼafot͡ʃ
ቅርጫት|kʼɨrɨt͡ʃʼat
ቅርጻ|kʼɨrɨt͡sʼa
ቅርጽ|kʼɨrɨt͡sʼ
ቅርጾች|kʼɨrɨt͡sʼot͡ʃ
ቅሮ|kʼɨro
ቅስቀሳ|kʼɨsɨkʼəsa
ቅስና|kʼɨsɨna
ቅሽ|kʼɨʃ
ቅቃል|kʼɨkʼal
ቅበት|kʼɨbət
ቅባት|kʼɨbat
ቅቤ|kʼɨbe
ቅብብል|kʼɨbɨbɨl
ቅነሳ|kʼɨnəsa
ቅናሽ|kʼɨnaʃ
ቅናት|kʼɨnat
ቅን|kʼɨn
ቅንብር|kʼɨnɨbɨr
ቅንነት|kʼɨnɨnət
ቅንጅት|kʼɨnɨd͡ʒɨt
ቅኝ|kʼɨɲ
ቅኝት|kʼɨɲɨt
ቅዠ|kʼɨʒə
ቅዤው|kʼɨʒew
ቅያ|kʼɨja
ቅያሜ|kʼɨjame
ቅደም|kʼɨdəm
ቅደው|kʼɨdəw
ቅዱሜ|kʼɨdume
ቅዱሳን|kʼɨdusan
ቅዱስ|kʼɨdus
ቅዳ|kʼɨda
ቅዳሜ|kʼɨdame
ቅዳሴ|kʼɨdase
ቅድ|kʼɨd
ቅድመ|kʼɨdɨmə
ቅድሙ|kʼɨdɨmu
ቅድሚያ|kʼɨdɨmija
ቅድምያ|kʼɨdɨmɨja
ቅድሳት|kʼɨdɨsat
ቅድስተ|kʼɨdɨsɨtə
ቅድስት|kʼɨdɨsɨt
ቅድስና|kʼɨdɨsɨna
ቅጂ|kʼɨd͡ʒi
ቅጠል|kʼɨtʼəl
ቅጡ|kʼɨtʼu
ቅጣ|kʼɨtʼa
ቅጣቱ|kʼɨtʼatu
ቅጣት|kʼɨtʼat
ቅጥ|kʼɨtʼ
ቅጥረ|kʼɨtʼɨrə
ቅጥረኞች|kʼɨtʼɨrəɲot͡ʃ
ቅጥር|kʼɨtʼɨr
ቅጥፈት|kʼɨtʼɨfət
ቅጽ|kʼɨt͡sʼ
ቅጽል|kʼɨt͡sʼɨl
ቅጽበታዊ|kʼɨt͡sʼɨbətawi
ቅጽበት|kʼɨt͡sʼɨbət
ቅጾች|kʼɨt͡sʼot͡ʃ
ቅፈው|kʼɨfəw
ቅፋቸው|kʼɨfat͡ʃəw
ቅፍ|kʼɨf
ቆ|kʼo
ቆላ|kʼola
ቆሎ|kʼolo
ቆመ|kʼomə
ቆመች|kʼomət͡ʃ
ቆመው|kʼoməw
ቆሙ|kʼomu
ቆሙት|kʼomut
ቆማለች|kʼomalət͡ʃ
ቆማችሁ|kʼomat͡ʃɨhu
ቆም|kʼom
ቆሞ|kʼomo
ቆረ|kʼorə
ቆረቆሩ|kʼorəkʼoru
ቆረቆዘ|kʼorəkʼozə
ቆረጠ|kʼorətʼə
ቆረጠው|kʼorətʼəw
ቆረጡ|kʼorətʼu
ቆረጣ|kʼorətʼa
ቆራ|kʼora
ቆራረጡ|kʼorarətʼu
ቆራጭ|kʼorat͡ʃʼ
ቆራጯን|kʼorat͡ʃʼʷan
ቆር|kʼor
ቆርሰው|kʼorɨsəw
ቆርቁ|kʼorɨkʼu
ቆርቆሮ|kʼorɨkʼoro
ቆርጠን|kʼorɨtʼən
ቆርጥ|kʼorɨtʼ
ቆርጦ|kʼorɨtʼo
ቆሮንቶስ|kʼoronɨtos
ቆሰለ|kʼosələ
ቆሰሉ|kʼosəlu
ቆስ|kʼos
ቆስል|kʼosɨl
ቆስሎ|kʼosɨlo
ቆስቋሽ|kʼosɨkʼʷaʃ
ቆስጤ|kʼosɨtʼe
ቆሻሻ|kʼoʃaʃa
ቆሽ|kʼoʃ
ቆቅልሿን|kʼokʼɨlɨʃwan
ቆብ|kʼob
ቆቦ|kʼobo
ቆን|kʼon
ቆንሲላ|kʼonɨsila
ቆንስላ|kʼonɨsɨla
ቆንጂት|kʼonɨd͡ʒit
ቆንጆ|kʼonɨd͡ʒo
ቆንጥጬ|kʼonɨtʼɨt͡ʃʼe
ቆንጽላ|kʼonɨt͡sʼɨla
ቆየ|kʼojə
ቆየሁ|kʼojəhu
ቆየው|kʼojəw
ቆዩ|kʼoju
ቆያት|kʼojat
ቆያቸው|kʼojat͡ʃəw
ቆይ|kʼoj
ቆይተው|kʼojɨtəw
ቆይታቸው|kʼojɨtat͡ʃəw
ቆይታው|kʼojɨtaw
ቆይቶ|kʼojɨto
ቆዳ|kʼoda
ቆጠረ|kʼotʼərə
ቆጠሩ|kʼotʼəru
ቆጠሩት|kʼotʼərut
ቆጠራው|kʼotʼəraw
ቆጠር|kʼotʼər
ቆጠቡ|kʼotʼəbu
ቆጠብ|kʼotʼəb
ቆጡ|kʼotʼu
ቆጣ|kʼotʼa
ቆጣጠረው|kʼotʼatʼərəw
ቆጣጠሩ|kʼotʼatʼəru
ቆጣጠር|kʼotʼatʼər
ቆጥ|kʼotʼ
ቆጥረ|kʼotʼɨrə
ቆጥረው|kʼotʼɨrəw
ቆጥሩ|kʼotʼɨru
ቆጥሩት|kʼotʼɨrut
ቆጥራ|kʼotʼɨra
ቆጨ|kʼot͡ʃʼə
ቆጨኝ|kʼot͡ʃʼəɲ
ቆጩ|kʼot͡ʃʼu
ቆጵሮስ|kʼopʼɨros
ቆጶሳቱ|kʼopʼosatu
ቆጶስ|kʼopʼos
ቆፍ|kʼof
ቆፍሩ|kʼofɨru
ቋ|kʼʷa
ቋሂ|kʼʷahi
ቋል|kʼʷal
ቋሚ|kʼʷami
ቋረጡ|kʼʷarətʼu
ቋረጥ|kʼʷarətʼ
ቋርጠው|kʼʷarɨtʼəw
ቋቁ|kʼʷakʼu
ቋቁሙ|kʼʷakʼumu
ቋቁማ|kʼʷakʼuma
ቋቋ|kʼʷakʼʷa
ቋቋመ|kʼʷakʼʷamə
ቋቋሙ|kʼʷakʼʷamu
ቋቋም|kʼʷakʼʷam
ቋት|kʼʷat
ቋቸው|kʼʷat͡ʃəw
ቋንቋ|kʼʷanɨkʼʷa
ቋንቋው|kʼʷanɨkʼʷaw
ቋንቋዎች|kʼʷanɨkʼʷawot͡ʃ
ቋንጣ|kʼʷanɨtʼa
ቋጠሩ|kʼʷatʼəru
ቋጠሮ|kʼʷatʼəro
ቋጭ|kʼʷat͡ʃʼ
በ|bə
በሀ|bəhə
በሁለ|bəhulə
በሆነ|bəhonə
በለጠ|bələtʼə
በለጡ|bələtʼu
በለጸጉ|bələt͡sʼəɡu
በለጽግ|bələt͡sʼɨɡ
በሉ|bəlu
በላ|bəla
በላሹ|bəlaʃu
በላሹት|bəlaʃut
በላሽ|bəlaʃ
በላው|bəlaw
በላዩ|bəlaju
በላይ|bəlaj
በላይነት|bəlajɨnət
በሌ|bəle
በሌለ|bəlelə
በሌሉ|bəlelu
በሌላ|bəlela
በልቶ|bəlɨto
በልዩ|bəlɨju
በልጅነ|bəlɨd͡ʒɨnə
በልጡ|bəlɨtʼu
በልጥ|bəlɨtʼ
በልጦ|bəlɨtʼo
በልጽገዋል|bəlɨt͡sʼɨɡəwal
በመ|bəmə
በመሀከ|bəməhəkə
በመሆኑ|bəməhonu
በመላ|bəməla
በመቶ|bəməto
በመንተራስ|bəmənɨtəras
በመከራ|bəməkəra
በመካከ|bəməkakə
