'ики'|'ikʰi'
долоодугаар|tɔɮɔːtʊɡaːr
дольгаг|tɔɮʲɡaɡ
дольган|tɔɮʲɡan
дом|tɔm
домгийг|tɔmɡiːɡ
домог|tɔmɔɡ
домогт|tɔmɔɡtʰ
дондог|tɔntɔɡ
дондогт|tɔntɔɡtʰ
донжтойхон|tɔnt͡ʃtʰɔjxɔn
донтон|tɔntʰɔn
донтсоноос|tɔntʰsɔnɔːs
доо|tɔː
доогуур|tɔːɡʊːr
доод|tɔːt
дооне|tɔːnJi
доор|tɔːr
доорх|tɔːrx
доохон|tɔːxɔn
доош|tɔːʃ
доошоо|tɔːʃɔː
дор|tɔr
дорвитой|tɔrwitʰɔj
доргитол|tɔrɡitʰɔɮ
дорд|tɔrt
дордойвч|tɔrtɔjwt͡ʃʰ
дордойдоггүй|tɔrtɔjtɔɡɡuj
дорж|tɔrt͡ʃ
дорноговь|tɔrnɔɡɔwʲ
дорнод|tɔrnɔt
дорнын|tɔrniːn
дорнь|tɔrnʲ
дорой|tɔrɔj
доромжлогдсон|tɔrɔmt͡ʃɮɔɡtsɔn
дороо|tɔrɔː
дотно|tɔtʰnɔ
дотнолсон|tɔtʰnɔɮsɔn
дотносож|tɔtʰnɔsɔt͡ʃ
дотносохоосоо|tɔtʰnɔsɔxɔːsɔː
дотнын|tɔtʰniːn
дотнынхонтойгоо|tɔtʰniːnxɔntʰɔjɡɔː
дотогш|tɔtʰɔɡʃ
дотогшоо|tɔtʰɔɡʃɔː
дотоод|tɔtʰɔːt
дотоодын|tɔtʰɔːtiːn
доторх|tɔtʰɔrx
доторхоос|tɔtʰɔrxɔːs
дотр|tɔtʰr
дотран|tɔtʰran
дотраснь|tɔtʰrasnʲ
дотрк|tɔtʰrkʰ
дотрнь|tɔtʰrnʲ
дотроо|tɔtʰrɔː
дотроос|tɔtʰrɔːs
дотуур|tɔtʰʊːr
дохин|tɔxin
дохио|tɔxiɔ
дохиолов|tɔxiɔɮɔw
дтртийг|ttʰrtʰiːɡ
ду|tʊ
дув|tʊw
дугаараар|tʊɡaːraːr
дугаарт|tʊɡaːrtʰ
дугаартай|tʊɡaːrtʰaj
дуганч|tʊɡant͡ʃʰ
дугаржав|tʊɡart͡ʃaw
дуглаж|tʊɡɮat͡ʃ
дугтруулсаар|tʊɡtʰrʊːɮsaːr
дугтуй|tʊɡtʰʊi
дугуйлангийн|tʊɡʊiɮanɡiːn
дугуйлангийнхнаас|tʊɡʊiɮanɡiːnxnaːs
дугуйланд|tʊɡʊiɮant
дугуйрснаараа|tʊɡʊirsnaːraː
дулаан|tʊɮaːn
дулааны|tʊɮaːniː
дулааныг|tʊɮaːniːɡ
дулмаа|tʊɮmaː
дунд|tʊnt
дундаа|tʊntaː
дундаас|tʊntaːs
дундад|tʊntat
дундас|tʊntas
дундах|tʊntax
дундаһаринь|tʊntaһarinʲ
дундуур|tʊntʊːr
дундын|tʊntiːn
дундынь|tʊntiːnʲ
дуниартах|tʊniartʰax
дуньдаг|tʊnʲtaɡ
дур|tʊr
дураар|tʊraːr
дураараа|tʊraːraː
дурайна|tʊrajna
дуралһҗ|tʊraɮһҗ
дурамжхан|tʊramt͡ʃxan
дуран|tʊran
дурангийн|tʊranɡiːn
дурандсаар|tʊrantsaːr
дурар|tʊrar
дурарн|tʊrarn
дурасн|tʊrasn
дуратн|tʊratʰn
дурго|tʊrɡɔ
дургүй|tʊrɡuj
дургүйг|tʊrɡujɡ
дурдвал|tʊrtwaɮ
дурджээ|tʊrtt͡ʃɛː
дуриг|tʊriɡ
дуринь|tʊrinʲ
дурл|tʊrɮ
дурлад|tʊrɮat
дурладаг|tʊrɮataɡ
дурлаж|tʊrɮat͡ʃ
дурлал|tʊrɮaɮ
дурлалын|tʊrɮaɮiːn
дурлан|tʊrɮan
дурласан|tʊrɮasan
дурндан|tʊrntan
дурсаарай|tʊrsaːraj
дурсамж|tʊrsamt͡ʃ
дурсамжаасаа|tʊrsamt͡ʃaːsaː
дурсан|tʊrsan
дурсахгүй|tʊrsaxɡuj
дурсгал|tʊrsɡaɮ
дурсгалын|tʊrsɡaɮiːn
дурслаа|tʊrsɮaː
дурта|tʊrtʰa
дуртай|tʊrtʰaj
дуртайн|tʊrtʰajn
дурын|tʊriːn
дурынхан|tʊriːnxan
дус|tʊs
дусаарай|tʊsaːraj
дусал|tʊsaɮ
дуслаас|tʊsɮaːs
дусҗ|tʊsҗ
дутааж|tʊtʰaːt͡ʃ
дутагдаж|tʊtʰaɡtat͡ʃ
дутагдах|tʊtʰaɡtax
дутагдлаас|tʊtʰaɡtɮaːs
дутагдлыг|tʊtʰaɡtɮiːɡ
дутаж|tʊtʰat͡ʃ
дутахгүй|tʊtʰaxɡuj
дутдаг|tʊtʰtaɡ
дутмаг|tʊtʰmaɡ
дуту|tʊtʰʊ
дутуу|tʊtʰʊː
дутуугийн|tʊtʰʊːɡiːn
дутуугүй|tʊtʰʊːɡuj
дуу|tʊː
дуугаа|tʊːɡaː
дуугаар|tʊːɡaːr
дуугарав|tʊːɡaraw
дуугаралт|tʊːɡaraɮtʰ
дуугарах|tʊːɡarax
дуугарахад|tʊːɡaraxat
дуугарахгүй|tʊːɡaraxɡuj
дуугарахтайгаа|tʊːɡaraxtʰajɡaː
дуугаргаад|tʊːɡarɡaːt
дуугардаггүй|tʊːɡartaɡɡuj
дуугарлаа|tʊːɡarɮaː
дуугарна|tʊːɡarna
дуугарсаар|tʊːɡarsaːr
дуугарсан|tʊːɡarsan
дуугарсангүй|tʊːɡarsanɡuj
дуугүй|tʊːɡuj
дуугүйхэн|tʊːɡujxɛn
дууд|tʊːt
дуудаад|tʊːtaːt
дуудад|tʊːtat
дуудаж|tʊːtat͡ʃ
дуудах|tʊːtax
дуудахад|tʊːtaxat
дуудв|tʊːtw
дуудвал|tʊːtwaɮ
дуудлаа|tʊːtɮaː
дуудлав|tʊːtɮaw
дуудлагаар|tʊːtɮaɡaːr
дуудна|tʊːtna
дуудсан|tʊːtsan
дуудсинь|tʊːtsinʲ
дуудсн|tʊːtsn
дуудуулж|tʊːtʊːɮt͡ʃ
дуудхла|tʊːtxɮa
дуудҗ|tʊːtҗ
дуудҗана|tʊːtҗana
дуулаагүй|tʊːɮaːɡuj
дуулв|tʊːɮw
дуулдан|tʊːɮtan
дуулдах|tʊːɮtax
дуулж|tʊːɮt͡ʃ
дуулиан|tʊːɮian
дуулмагц|tʊːɮmaɡt͡sʰ
дуулсан|tʊːɮsan
дуулцхав|tʊːɮt͡sʰxaw
дуун|tʊːn
дууна|tʊːna
дуунас|tʊːnas
дуурайгаад|tʊːrajɡaːt
дуурайл|tʊːrajɮ
дуусаад|tʊːsaːt
дуусав|tʊːsaw
дуусах|tʊːsax
дуусахгүй|tʊːsaxɡuj
дуусгаад|tʊːsɡaːt
дуусгалаа|tʊːsɡaɮaː
дуусгана|tʊːsɡana
дуусн|tʊːsn
дууссан|tʊːssan
дууссаны|tʊːssaniː
дуустал|tʊːstʰaɮ
дуусхла|tʊːsxɮa
дуусчихлаа|tʊːst͡ʃʰixɮaː
дуутай|tʊːtʰaj
дууһан|tʊːһan
дууһар|tʊːһar
дууһарн|tʊːһarn
духанд|tʊxant
духи|tʊxi
дэвжээний|tɛwt͡ʃɛːniː
дэвсгэр|tɛwsɡɛr
дэвсгэрийг|tɛwsɡɛriːɡ
дэвсэн|tɛwsɛn
дэвтрийн|tɛwtʰriːn
дэвшигсэд|tɛwʃiɡsɛt
дэвшиж|tɛwʃit͡ʃ
дэвшмээр|tɛwʃmɛːr
дэвшсэн|tɛwʃsɛn
дэвшүүлж|tɛwʃuːɮt͡ʃ
дэвшүүлье|tɛwʃuːɮʲJi
дэг|tɛɡ
дэгдвэл|tɛɡtwɛɮ
дэгджээ|tɛɡtt͡ʃɛː
дэгдмээр|tɛɡtmɛːr
дэгдсэний|tɛɡtsɛniː
дэгдэлгүй|tɛɡtɛɮɡuj
дэгдээгчдийг|tɛɡtɛːɡt͡ʃʰtiːɡ
дэгжин|tɛɡt͡ʃin
дэд|tɛt
дэлбэрлээ|tɛɮpɛrɮɛː
дэлбэрч|tɛɮpɛrt͡ʃʰ
дэлбэрэхэд|tɛɮpɛrɛxɛt
дэлгэн|tɛɮɡɛn
дэлгэрчээ|tɛɮɡɛrt͡ʃʰɛː
дэлгэрүүлэн|tɛɮɡɛruːɮɛn
дэлгэцнээ|tɛɮɡɛt͡sʰnɛː
дэлгүүрийн|tɛɮɡuːriːn
дэлгүүрт|tɛɮɡuːrtʰ
дэлсэх|tɛɮsɛx
дэлсэхийг|tɛɮsɛxiːɡ
дэлсээд|tɛɮsɛːt
дэлсүүлснээс|tɛɮsuːɮsnɛːs
дэлхийг|tɛɮxiːɡ
дэлхийгээ|tɛɮxiːɡɛː
дэлхийн|tɛɮxiːn
дэлхийтэй|tɛɮxiːtʰɛj
дэм|tɛm
дэмбэрэл|tɛmpɛrɛɮ
дэмдээ|tɛmtɛː
дэмждэг|tɛmt͡ʃtɛɡ
дэмждэггүй|tɛmt͡ʃtɛɡɡuj
дэмжигчид|tɛmt͡ʃiɡt͡ʃʰit
дэмжиж|tɛmt͡ʃit͡ʃ
дэмжих|tɛmt͡ʃix
дэмжихгүй|tɛmt͡ʃixɡuj
дэмжлэг|tɛmt͡ʃɮɛɡ
дэмжээгүйгээс|tɛmt͡ʃɛːɡujɡɛːs
дэмий|tɛmiː
дэн|tɛn
дэндэв|tɛntɛw
дэндүү|tɛntuː
дэнсмаа|tɛnsmaː
дэр|tɛr
дэргэд|tɛrɡɛt
дэргэдээ|tɛrɡɛtɛː
дэргэдүүр|tɛrɡɛtuːr
дэргэдүүрээ|tɛrɡɛtuːrɛː
дэрий|tɛriː
дэрэнд|tɛrɛnt
дэс|tɛs
дэслэгч|tɛsɮɛɡt͡ʃʰ
дэх|tɛx
дээ|tɛː
дээврийг|tɛːwriːɡ
дээвэр|tɛːwɛr
дээвэрт|tɛːwɛrtʰ
дээгүүр|tɛːɡuːr
дээгүүрт|tɛːɡuːrtʰ
дээд|tɛːt
дээдийн|tɛːtiːn
дээдэлдэг|tɛːtɛɮtɛɡ
дээдэс|tɛːtɛs
дээж|tɛːt͡ʃ
дээлтэй|tɛːɮtʰɛj
дээлээ|tɛːɮɛː
дээлээрээ|tɛːɮɛːrɛː
дээрдээд|tɛːrtɛːt
дээрх|tɛːrx
дээрэмдэх|tɛːrɛmtɛx
дээрэмчдийн|tɛːrɛmt͡ʃʰtiːn
дээрээ|tɛːrɛː
дээрээс|tɛːrɛːs
дээш|tɛːʃ
дээшлүүлэн|tɛːʃɮuːɮɛn
дээшээ|tɛːʃɛː
дюссандер|tJussantJir
дү|tu
дүв|tuw
дүгнэлт|tuɡnɛɮtʰ
дүгээрт|tuɡɛːrtʰ
дүйгээрээ|tujɡɛːrɛː
дүн|tun
дүнг|tunɡ
дүнгийн|tunɡiːn
дүнгээ|tunɡɛː
дүнд|tunt
дүнзэн|tunt͡sɛn
дүнтэй|tuntʰɛj
дүнхийнэ|tunxiːnɛ
дүр|tur
дүрд|turt
дүрийг|turiːɡ
дүрмийг|turmiːɡ
дүрмийн|turmiːn
дүрмээр|turmɛːr
дүрсгүйгээрээ|tursɡujɡɛːrɛː
дүрслэл|tursɮɛɮ
дүрслэх|tursɮɛx
дүрсн|tursn
дүрснээ|tursnɛː
дүрстә|turstʰә
дүрсэлдэг|tursɛɮtɛɡ
дүрсэлж|tursɛɮt͡ʃ
дүрсэлсэн|tursɛɮsɛn
дүрсәр|tursәr
дүрт|turtʰ
дүртэд|turtʰɛt
дүрэлзсэн|turɛɮt͡ssɛn
дүрэм|turɛm
дүрэмдэн|turɛmtɛn
дүрүүддээ|turuːttɛː
дүүг|tuːɡ
дүүгээ|tuːɡɛː
дүүдээ|tuːtɛː
дүүдән|tuːtәn
дүүлсээр|tuːɮsɛːr
дүүлэн|tuːɮɛn
дүүнр|tuːnr
дүүнртән|tuːnrtʰәn
дүүнртәһән|tuːnrtʰәһәn
дүүргв|tuːrɡw
дүүргх|tuːrɡx
дүүргэж|tuːrɡɛt͡ʃ
дүүргэн|tuːrɡɛn
дүүргэсэн|tuːrɡɛsɛn
дүүргәд|tuːrɡәt
дүүргәтн|tuːrɡәtʰn
дүүриймаа|tuːriːmaː
дүүрч|tuːrt͡ʃʰ
дүүрэн|tuːrɛn
дүүрэх|tuːrɛx
дүүрң|tuːrң
дүүрәд|tuːrәt
дүүссэн|tuːssɛn
дүүстэй|tuːstʰɛj
дүүтэйгээ|tuːtʰɛjɡɛː
дүүчн|tuːt͡ʃʰn
дүүҗлв|tuːҗɮw
дүүҗлгдв|tuːҗɮɡtw
дүүҗлхәр|tuːҗɮxәr
дүүҗлҗ|tuːҗɮҗ
дүүҗлүлх|tuːҗɮuɮx
дүүһиннь|tuːһinnʲ
дүүһән|tuːһәn
дәкн|tәkʰn
дәкҗ|tәkʰҗ
дәкәд|tәkʰәt
дәәлдсн|tәәɮtsn
дәәчнр|tәәt͡ʃʰnr
дөв|tow
дөлөө|toɮoː
дөлөөр|toɮoːr
дөнгөвөл|tonɡowoɮ
дөнгөж|tonɡot͡ʃ
дөнгөнө|tonɡono
дөнгөсөн|tonɡoson
дөрвдгч|torwtɡt͡ʃʰ
дөрвн|torwn
дөрвүүл|torwuːɮ
дөрвөлжин|torwoɮt͡ʃin
дөрвөн|torwon
дөрөвдүгээр|torowtuɡɛːr
дөрөө|toroː
дөт|totʰ
дөхсөн|toxson
дөхөж|toxot͡ʃ
дөхөөд|toxoːt
дөчин|tot͡ʃʰin
дөчн|tot͡ʃʰn
дөө|toː
ева|Jiwa
еваг|Jiwaɡ
еваһур|Jiwaһʊr
еврази|Jiwrat͡si
еврей|JiwrJij
евреймүдиг|JiwrJijmutiɡ
европын|Jiwrɔpʰiːn
евәл|Jiwәɮ
евәҗ|Jiwәҗ
египетд|JiɡipʰJitʰt
египтин|Jiɡipʰtʰin
египтүр|Jiɡipʰtʰur
египтәнмүд|Jiɡipʰtʰәnmut
египтәнмүдәс|Jiɡipʰtʰәnmutәs
египтәс|Jiɡipʰtʰәs
егөөдсөн|Jiɡoːtson
егөөдөж|Jiɡoːtot͡ʃ
еден|JitJin
енгэнэтэл|Jinɡɛnɛtʰɛɮ
ердийн|Jirtiːn
ердөө|Jirtoː
ердөөсөө|Jirtoːsoː
ертөнц|Jirtʰont͡sʰ
ертөнцийг|Jirtʰont͡sʰiːɡ
ертөнцийн|Jirtʰont͡sʰiːn
ертөнцөд|Jirtʰont͡sʰot
ерусалим|Jirʊsaɮim
ерусалимд|Jirʊsaɮimt
ерусалимиг|Jirʊsaɮimiɡ
ерусалимин|Jirʊsaɮimin
ерусалимүр|Jirʊsaɮimur
ерусалимәс|Jirʊsaɮimәs
ерөн|Jiron
ерөнхий|Jironxiː
ерөнхийгөөр|Jironxiːɡoːr
ерөнхийдөө|Jironxiːtoː
ерөнхийлөгчид|Jironxiːɮoɡt͡ʃʰit
ерөнхийлөгчийн|Jironxiːɮoɡt͡ʃʰiːn
ерөнхийлөн|Jironxiːɮon
ерөө|Jiroː
ерөөе|JiroːJi
ерөөлийг|Jiroːɮiːɡ
ерөөсөө|Jiroːsoː
есөн|Jison
есөөс|Jisoːs
еээ|Jiɛː
жаа|t͡ʃaː
жаалуудаас|t͡ʃaːɮʊːtaːs
жаахан|t͡ʃaːxan
жавар|t͡ʃawar
жавхаагаар|t͡ʃawxaːɡaːr
жавхлант|t͡ʃawxɮantʰ
жагсаалд|t͡ʃaɡsaːɮt
жадаа|t͡ʃataː
жадтай|t͡ʃattʰaj
жалга|t͡ʃaɮɡa
жалгын|t͡ʃaɮɡiːn
жалцав|t͡ʃaɮt͡sʰaw
жамсрангийн|t͡ʃamsranɡiːn
жамтай|t͡ʃamtʰaj
жангар|t͡ʃanɡar
жанжин|t͡ʃant͡ʃin
жарав|t͡ʃaraw
жаран|t͡ʃaran
жаргадаг|t͡ʃarɡataɡ
жаргал|t͡ʃarɡaɮ
жаргалантын|t͡ʃarɡaɮantʰiːn
жаргалыг|t͡ʃarɡaɮiːɡ
жаргалын|t͡ʃarɡaɮiːn
жаргана|t͡ʃarɡana
жаргасангүй|t͡ʃarɡasanɡuj
жаргах|t͡ʃarɡax
жахарын|t͡ʃaxariːn
жемс|t͡ʃJims
жениферийн|t͡ʃJinifJiriːn
жеоржия|t͡ʃJiɔrt͡ʃiJa
жер|t͡ʃJir
жеремиа|t͡ʃJirJimia
жерси|t͡ʃJirsi
жигтэй|t͡ʃiɡtʰɛj
жигүүрлэн|t͡ʃiɡuːrɮɛn
жижиг|t͡ʃit͡ʃiɡ
жижиглэн|t͡ʃit͡ʃiɡɮɛn
жижигхэн|t͡ʃit͡ʃiɡxɛn
жижүүрийн|t͡ʃit͡ʃuːriːn
жижүүрлэхдээ|t͡ʃit͡ʃuːrɮɛxtɛː
жижүүртэй|t͡ʃit͡ʃuːrtʰɛj
жил|t͡ʃiɮ
жилд|t͡ʃiɮt
жилийн|t͡ʃiɮiːn
жилээр|t͡ʃiɮɛːr
жилээс|t͡ʃiɮɛːs
жилүүдээс|t͡ʃiɮuːtɛːs
жимийн|t͡ʃimiːn
жимсийг|t͡ʃimsiːɡ
жимээр|t͡ʃimɛːr
жин|t͡ʃin
жингэнэн|t͡ʃinɡɛnɛn
жингэнэнэ|t͡ʃinɡɛnɛnɛ
жинд|t͡ʃint
жинсэн|t͡ʃinsɛn
жинхэнэ|t͡ʃinxɛnɛ
жирвэгэнүүлэн|t͡ʃirwɛɡɛnuːɮɛn
жиргэжээ|t͡ʃirɡɛt͡ʃɛː
жирийн|t͡ʃiriːn
жирэв|t͡ʃirɛw
жирэлзэн|t͡ʃirɛɮt͡sɛn
жирэмсэн|t͡ʃirɛmsɛn
жирүг|t͡ʃiruɡ
жихүүдсэндээ|t͡ʃixuːtsɛntɛː
жихүүн|t͡ʃixuːn
жихүүцнэ|t͡ʃixuːt͡sʰnɛ
жишиг|t͡ʃiʃiɡ
жишээ|t͡ʃiʃɛː
жишээгээр|t͡ʃiʃɛːɡɛːr
жишээлбэл|t͡ʃiʃɛːɮpɛɮ
жолоо|t͡ʃɔɮɔː
жолоогоо|t͡ʃɔɮɔːɡɔː
жолоогүй|t͡ʃɔɮɔːɡuj
жолоодоод|t͡ʃɔɮɔːtɔːt
жолоодох|t͡ʃɔɮɔːtɔx
жолооны|t͡ʃɔɮɔːniː
жолооч|t͡ʃɔɮɔːt͡ʃʰ
жон|t͡ʃɔn
жонон|t͡ʃɔnɔn
жоо|t͡ʃɔː
жоргүйгээр|t͡ʃɔrɡujɡɛːr
жоржийн|t͡ʃɔrt͡ʃiːn
жороо|t͡ʃɔrɔː
жороол|t͡ʃɔrɔːɮ
жун|t͡ʃʊn
журам|t͡ʃʊram
журмаар|t͡ʃʊrmaːr
журмыг|t͡ʃʊrmiːɡ
жуулчлал|t͡ʃʊːɮt͡ʃʰɮaɮ
жэймс|t͡ʃɛjms
жэймстэй|t͡ʃɛjmstʰɛj
жүдо|t͡ʃutɔ
жүдочийг|t͡ʃutɔt͡ʃʰiːɡ
жүжиглэлттэй|t͡ʃut͡ʃiɡɮɛɮtʰtʰɛj
жүжигчид|t͡ʃut͡ʃiɡt͡ʃʰit
жүжигчин|t͡ʃut͡ʃiɡt͡ʃʰin
жүжигэ|t͡ʃut͡ʃiɡɛ
жүүдийн|t͡ʃuːtiːn
за|t͡sa
заа|t͡saː
заавал|t͡saːwaɮ
зааварчилгаа|t͡saːwart͡ʃʰiɮɡaː
заавр|t͡saːwr
зааврар|t͡saːwrar
заавриг|t͡saːwriɡ
заавринь|t͡saːwrinʲ
зааврмуд|t͡saːwrmʊt
зааврмудар|t͡saːwrmʊtar
зааврмудас|t͡saːwrmʊtas
зааврмудиг|t͡saːwrmʊtiɡ
зааврмудла|t͡saːwrmʊtɮa
зааврнь|t͡saːwrnʲ
заагаад|t͡saːɡaːt
заагас|t͡saːɡas
зааград|t͡saːɡrat
заагрсн|t͡saːɡrsn
заагт|t͡saːɡtʰ
заагур|t͡saːɡʊr
заагчийг|t͡saːɡt͡ʃʰiːɡ
зааж|t͡saːt͡ʃ
заалаа|t͡saːɮaː
заалгаж|t͡saːɮɡat͡ʃ
заалгана|t͡saːɮɡana
заалтууд|t͡saːɮtʰʊːt
заана|t͡saːna
заасан|t͡saːsan
заасар|t͡saːsar
заасн|t͡saːsn
зааснаар|t͡saːsnaːr
заахаар|t͡saːxaːr
заахла|t͡saːxɮa
заахыг|t͡saːxiːɡ
зааҗ|t͡saːҗ
заваарч|t͡sawaːrt͡ʃʰ
завгүй|t͡sawɡuj
завдаагүй|t͡sawtaːɡuj
завдалгүй|t͡sawtaɮɡuj
завджээ|t͡sawtt͡ʃɛː
завилж|t͡sawiɮt͡ʃ
завин|t͡sawin
завинд|t͡sawint
завсар|t͡sawsar
завсардуулж|t͡sawsartʊːɮt͡ʃ
завсарлагаагаар|t͡sawsarɮaɡaːɡaːr
завсраа|t͡sawsraː
завсрын|t͡sawsriːn
завулун|t͡sawʊɮʊn
завулунин|t͡sawʊɮʊnin
завхарсан|t͡sawxarsan
завших|t͡sawʃix
загасан|t͡saɡasan
загвараас|t͡saɡwaraːs
загвартай|t͡saɡwartʰaj
загваруудыг|t͡saɡwarʊːtiːɡ
загварчлан|t͡saɡwart͡ʃʰɮan
загварыг|t͡saɡwariːɡ
загварын|t͡saɡwariːn
загд|t͡saɡt
загнаж|t͡saɡnat͡ʃ
загсаагаагүй|t͡saɡsaːɡaːɡuj
зад|t͡sat
задалж|t͡sataɮt͡ʃ
задаргааг|t͡satarɡaːɡ
задарч|t͡satart͡ʃʰ
задгай|t͡satɡaj
задгайдаа|t͡satɡajtaː
задлан|t͡satɮan
задрах|t͡satrax
зай|t͡saj
зайг|t͡sajɡ
зайл|t͡sajɮ
зайлаагүй|t͡sajɮaːɡuj
зайлавч|t͡sajɮawt͡ʃʰ
зайлмаар|t͡sajɮmaːr
зайлсхийдэг|t͡sajɮsxiːtɛɡ
зайлсхийн|t͡sajɮsxiːn
зайлсхийхийн|t͡sajɮsxiːxiːn
зайлуулав|t͡sajɮʊːɮaw
зайлуулсан|t͡sajɮʊːɮsan
зайлшгүй|t͡sajɮʃɡuj
зайн|t͡sajn
зайсан|t͡sajsan
закаг|t͡sakʰaɡ
закан|t͡sakʰan
закана|t͡sakʰana
заканас|t͡sakʰanas
заканд|t͡sakʰant
закв|t͡sakʰw
заквр|t͡sakʰwr
закврар|t͡sakʰwrar
залав|t͡saɮaw
залач|t͡saɮat͡ʃʰ
залбирах|t͡saɮpirax
залбирдаг|t͡saɮpirtaɡ
залбирч|t͡saɮpirt͡ʃʰ
залгамжлагч|t͡saɮɡamt͡ʃɮaɡt͡ʃʰ
залгана|t͡saɮɡana
залгая|t͡saɮɡaj
залдг|t͡saɮtɡ
залилаад|t͡saɮiɮaːt
залилсан|t͡saɮiɮsan
заллт|t͡saɮɮtʰ
залрах|t͡saɮrax
залруулах|t͡saɮrʊːɮax
залтха|t͡saɮtʰxa
залу|t͡saɮʊ
залудан|t͡saɮʊtan
залус|t͡saɮʊs
залусиг|t͡saɮʊsiɡ
залууг|t͡saɮʊːɡ
залуугийн|t͡saɮʊːɡiːn
залуужиж|t͡saɮʊːt͡ʃit͡ʃ
залуус|t͡saɮʊːs
залуустаа|t͡saɮʊːstʰaː
залуусын|t͡saɮʊːsiːn
залуучууд|t͡saɮʊːt͡ʃʰʊːt
залуучуудыг|t͡saɮʊːt͡ʃʰʊːtiːɡ
залуучуудын|t͡saɮʊːt͡ʃʰʊːtiːn
залуһасн|t͡saɮʊһasn
залх|t͡saɮx
залхаах|t͡saɮxaːx
залхаж|t͡saɮxat͡ʃ
залхин|t͡saɮxin
залхуутай|t͡saɮxʊːtʰaj
заль|t͡saɮʲ
зальвр|t͡saɮʲwr
зальврад|t͡saɮʲwrat
зальврв|t͡saɮʲwrw
зальврдг|t͡saɮʲwrtɡ
зальврлһн|t͡saɮʲwrɮһn
зальврлһна|t͡saɮʲwrɮһna
зальврсн|t͡saɮʲwrsn
зальвртн|t͡saɮʲwrtʰn
зальврхдан|t͡saɮʲwrxtan
зальврхларн|t͡saɮʲwrxɮarn
зальврҗ|t͡saɮʲwrҗ
зальврҗахиг|t͡saɮʲwrҗaxiɡ
зальг|t͡saɮʲɡ
зальгад|t͡saɮʲɡat
зальгтха|t͡saɮʲɡtʰxa
залҗ|t͡saɮҗ
замаа|t͡samaː
замаар|t͡samaːr
замбараагүй|t͡samparaːɡuj
замд|t͡samt
замдаа|t͡samtaː
замтай|t͡samtʰaj
замыг|t͡samiːɡ
замын|t͡samiːn
занабазараар|t͡sanapat͡saraːr
занаж|t͡sanat͡ʃ
зангиджээ|t͡sanɡitt͡ʃɛː
занд|t͡sant
зандарлаа|t͡santarɮaː
зандраад|t͡santraːt
зантай|t͡santʰaj
заншил|t͡sanʃiɮ
заншилтай|t͡sanʃiɮtʰaj
зарааны|t͡saraːniː
зарах|t͡sarax
зардал|t͡sartaɮ
зардлаа|t͡sartɮaː
зардлаас|t͡sartɮaːs
зардлыг|t͡sartɮiːɡ
зарж|t͡sart͡ʃ
зарлагадах|t͡sarɮaɡatax
зарлагадсан|t͡sarɮaɡatsan
зарлагдлаа|t͡sarɮaɡtɮaː
зарлахаар|t͡sarɮaxaːr
зарлиг|t͡sarɮiɡ
зарлигийг|t͡sarɮiɡiːɡ
зарлигийн|t͡sarɮiɡiːn
зарлсмн|t͡sarɮsmn
зарцан|t͡sart͡sʰan
зарцар|t͡sart͡sʰar
зарцв|t͡sart͡sʰw
зарцднь|t͡sart͡sʰtnʲ
зарциг|t͡sart͡sʰiɡ
зарциннь|t͡sart͡sʰinnʲ
зарцмудан|t͡sart͡sʰmʊtan
зарцнриг|t͡sart͡sʰnriɡ
зарцнртан|t͡sart͡sʰnrtʰan
зарцуулалтын|t͡sart͡sʰʊːɮaɮtʰiːn
зарчим|t͡sart͡ʃʰim
зарһд|t͡sarһt
зарһла|t͡sarһɮa
зарһнь|t͡sarһnʲ
зарһцад|t͡sarһt͡sʰat
зарһчин|t͡sarһt͡ʃʰin
засаглал|t͡sasaɡɮaɮ
засаглалын|t͡sasaɡɮaɮiːn
засаж|t͡sasat͡ʃ
засал|t͡sasaɮ
засалгүй|t͡sasaɮɡuj
засах|t͡sasax
засвар|t͡saswar
засгийн|t͡sasɡiːn
засглхв|t͡sasɡɮxw
засглҗахла|t͡sasɡɮҗaxɮa
заслаа|t͡sasɮaː
заслһан|t͡sasɮһan
зассан|t͡sassan
захиалгаа|t͡saxiaɮɡaː
захиандаа|t͡saxiantaː
захидал|t͡saxitaɮ
захидлынх|t͡saxitɮiːnx
захиж|t͡saxit͡ʃ
захирагч|t͡saxiraɡt͡ʃʰ
захирагчаар|t͡saxiraɡt͡ʃʰaːr
захирагчид|t͡saxiraɡt͡ʃʰit
захирагчийн|t͡saxiraɡt͡ʃʰiːn
захирал|t͡saxiraɮ
захирах|t͡saxirax
захиргаа|t͡saxirɡaː
захиргаанд|t͡saxirɡaːnt
захиргааны|t͡saxirɡaːniː
захирлын|t͡saxirɮiːn
захирлынхаа|t͡saxirɮiːnxaː
захирч|t͡saxirt͡ʃʰ
захыг|t͡saxiːɡ
захын|t͡saxiːn
заяа|t͡saja
заяагаа|t͡sajaɡaː
заяасан|t͡sajasan
заңгта|t͡saңɡtʰa
заңгтань|t͡saңɡtʰanʲ
заңшалар|t͡saңʃaɮar
заһс|t͡saһs
заһсдиг|t͡saһstiɡ
заһсдын|t͡saһstiːn
заһсиг|t͡saһsiɡ
заһсна|t͡saһsna
заһснд|t͡saһsnt
заһста|t͡saһstʰa
зебедан|t͡sJipJitan
зевтәһән|t͡sJiwtʰәһәn
